episode_id,instance_id,seed,deal_rate,normalized_primary,raw_primary,normalized_nash_welfare,usw,esw,nsw,nsw_geomean,gini,dist_to_frontier,dist_to_nbs,dist_to_ks,on_frontier,all_ir,n_ir_violations,n_ir_violation_turns,n_walked,welfare_slope,closing_round,rounds_to_agreement,reached_deadline,rounds_used_turns,deadline_rounds,cost_usd,belief_final_posterior_mass_true_type,belief_final_expected_utility_rmse,belief_final_accept_set_f1,belief_auc_posterior_mass_true_type,belief_auc_expected_utility_rmse,belief_auc_accept_set_f1,belief_n_believers,belief_n_turns,belief_accuracy_mean,belief_accuracy_final
scorable_negotiation-moves_chat-52bed16c5c,scorable_negotiation-L0-033f0874d5,0,1.0,0.6825,0.709,0.3181677786861084,173.0,4.0,6577200.0,23.099799461378094,0.4184971098265896,0.0,0.981224549237157,0.981224549237157,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-079651686d,scorable_negotiation-L0-033f0874d5,1,1.0,0.8215,0.8402,0.5115813074998747,205.0,20.0,70686000.0,37.14211935676653,0.24195121951219511,0.0,0.6147073541350071,0.6147073541350071,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-2ed314d7fb,scorable_negotiation-L0-033f0874d5,2,1.0,0.9007,0.8934,0.0,218.0,0.0,0.0,0.0,0.4972477064220184,0.0,0.8020231822232814,0.8020231822232814,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-39a1362db9,scorable_negotiation-L0-033f0874d5,3,1.0,1.0,1.0,0.0,244.0,0.0,0.0,0.0,0.44098360655737706,0.0,0.6296814018512008,0.6296814018512008,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-057aa07a8f,scorable_negotiation-L0-033f0874d5,4,1.0,0.6825,0.709,0.3181677786861084,173.0,4.0,6577200.0,23.099799461378094,0.4184971098265896,0.0,0.981224549237157,0.981224549237157,1.0,1.0,0.0,0.0,0.0,0.02032342657342519,65.0,65.0,1.0,325.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,4.0,1.0,1.0
scorable_negotiation-moves_chat-17cf31882e,scorable_negotiation-L0-44925c2d5b,0,1.0,0.896,0.8082,0.3179505031464526,198.0,4.0,7711200.0,23.846486146357186,0.4444444444444444,0.0,1.103963534026487,0.5938924578213919,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-cfcf7fc945,scorable_negotiation-L0-44925c2d5b,1,1.0,1.0,0.8816,0.4920199873201643,216.0,17.0,68428672.0,36.9018060838129,0.30185185185185187,0.0,0.25785628706431324,0.6886678606747878,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-55a2013d99,scorable_negotiation-L0-44925c2d5b,2,1.0,0.9578,1.0,0.43900836072089183,245.0,17.0,38697984.0,32.92590100806868,0.4636734693877551,0.0,0.6708690416797691,0.7606536862170358,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-c5f0af7fa7,scorable_negotiation-L0-44925c2d5b,3,1.0,0.896,0.8082,0.3179505031464526,198.0,4.0,7711200.0,23.846486146357186,0.4444444444444444,0.0,1.103963534026487,0.5938924578213919,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-a0a95a05ed,scorable_negotiation-L0-44925c2d5b,4,1.0,0.9578,1.0,0.43900836072089183,245.0,17.0,38697984.0,32.92590100806868,0.4636734693877551,0.0,0.6708690416797691,0.7606536862170358,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-b105e4e2d9,scorable_negotiation-L0-5b80bb74c6,0,1.0,0.8099,0.7704,0.42785201065958495,208.0,20.0,51070500.0,34.80438963672442,0.3230769230769231,0.0,0.6222837822702513,0.6222837822702513,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-9ba14a7dbb,scorable_negotiation-L0-5b80bb74c6,1,1.0,0.5307,0.4333,0.0,117.0,0.0,0.0,0.0,0.49914529914529915,0.0,1.1648073047910381,1.1648073047910381,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-7621063cb5,scorable_negotiation-L0-5b80bb74c6,2,1.0,1.0,1.0,0.0,270.0,0.0,0.0,0.0,0.2725925925925926,0.0,0.6131584394417839,0.6131584394417839,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-906c470370,scorable_negotiation-L0-5b80bb74c6,3,1.0,0.9473,0.9704,0.0,262.0,0.0,0.0,0.0,0.3236641221374046,0.0,0.6203222465100183,0.6203222465100183,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-d6cbc414a0,scorable_negotiation-L0-5b80bb74c6,4,1.0,0.8099,0.7704,0.42785201065958495,208.0,20.0,51070500.0,34.80438963672442,0.3230769230769231,0.0,0.6222837822702513,0.6222837822702513,1.0,1.0,0.0,0.0,0.0,-0.5243444055944072,65.0,65.0,1.0,325.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,3.0,1.0,1.0
scorable_negotiation-moves_chat-6c74ec6f95,scorable_negotiation-L0-86d39f433e,0,1.0,0.942,0.8988,0.3741425707171041,293.0,5.0,28396800.0,30.94951733896942,0.442320819112628,0.0,0.8835901401112807,0.8835901401112807,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-0beab227c6,scorable_negotiation-L0-86d39f433e,1,1.0,0.6884,0.6687,0.4436848195965085,218.0,15.0,66597300.0,36.702134672406864,0.3100917431192661,0.0,0.616507761700228,0.616507761700228,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-464305d236,scorable_negotiation-L0-86d39f433e,2,1.0,0.6978,0.6902,0.3728440744713897,225.0,11.0,27907440.0,30.842104188965408,0.4533333333333333,0.0,0.7838180511139372,0.7838180511139372,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-89c7217646,scorable_negotiation-L0-86d39f433e,3,1.0,0.9906,0.9785,0.5331368481205863,319.0,5.0,166831200.0,44.1017125993604,0.2884012539184953,0.0,0.6271308893052191,0.6271308893052191,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-64cd38d359,scorable_negotiation-L0-86d39f433e,4,1.0,0.9906,0.9785,0.5331368481205863,319.0,5.0,166831200.0,44.1017125993604,0.2884012539184953,0.0,0.6271308893052191,0.6271308893052191,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-95dd0676a3,scorable_negotiation-L0-db777d04d1,0,1.0,0.9703,0.9901,0.5315015589538523,299.0,27.0,382164480.0,52.05351531036106,0.27157190635451506,0.0,0.48440525356189873,0.5521203968171541,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-9f2ae5f40b,scorable_negotiation-L0-db777d04d1,1,1.0,0.9703,0.9901,0.5315015589538523,299.0,27.0,382164480.0,52.05351531036106,0.27157190635451506,0.0,0.48440525356189873,0.5521203968171541,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-d532569a7d,scorable_negotiation-L0-db777d04d1,2,1.0,0.9428,0.9338,0.5216872870279076,282.0,20.0,348160000.0,51.09233778350159,0.19574468085106383,0.0,0.2984982864779296,0.6010238327193279,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-e569dfe237,scorable_negotiation-L0-db777d04d1,3,1.0,0.7989,0.8113,0.0,245.0,0.0,0.0,0.0,0.4293877551020408,0.0,0.9846935098305848,0.9596066042683146,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-3ba96c9290,scorable_negotiation-L0-db777d04d1,4,1.0,0.9703,0.9901,0.5315015589538523,299.0,27.0,382164480.0,52.05351531036106,0.27157190635451506,0.0,0.48440525356189873,0.5521203968171541,1.0,1.0,0.0,0.0,0.0,-0.10568181818181846,65.0,65.0,1.0,325.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,4.0,1.0,1.0
scorable_negotiation-moves_chat-7363f0a666,scorable_negotiation-L1-1381dc04db,0,1.0,0.7494,0.6682,0.3232222448221963,149.0,8.0,3701376.0,20.590772531415485,0.45100671140939597,0.0,0.8051760050942224,0.8051760050942224,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-c8480cc0de,scorable_negotiation-L1-1381dc04db,1,1.0,0.8683,0.7937,0.32509583669288616,177.0,2.0,3809904.0,20.71012911854427,0.40225988700564974,0.0,0.7533622474484389,0.7533622474484389,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-8447521ced,scorable_negotiation-L1-1381dc04db,2,1.0,0.7802,0.6413,0.2719723541911877,143.0,5.0,1561280.0,17.325914195865206,0.5034965034965035,0.0,0.9529355576098884,0.9529355576098884,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
scorable_negotiation-moves_chat-9cee773e8f,scorable_negotiation-L1-1381dc04db,3,1.0,0.9682,0.9776,0.5250247293477724,218.0,11.0,41855814.0,33.446537014538954,0.3761467889908257,0.0,0.37883995942685755,0.37883995942685755,1.0,1.0,0.0,0.0,0.0,nan,1.0,1.0,0.0,5.0,64,0.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0
