logical_table,instance_id,episode_seed,treated_seat,difficulty_scalar,difficulty_tags,deal_rate,below_threshold_accept,worst_off,worst_off_share,dist_to_nbs,dist_to_ks,normalized_gini,normalized_nash_welfare_conditional,max_share,below_threshold_episode,normalized_primary,normalized_nash_welfare,justified_walk,missed_deal,ir_margin_of_no_deal,gini,instance_n_deals,instance_n_ir_deals,instance_feasible_all_ir,instance_ir_margin
all_llm,scorable_negotiation-L3-d9a0ef3c04,0,,0.7161,hard;no-clear-win-win;pivotal-seat,1.0,0.0,0.46153846153846156,0.10344827586206896,0.3866789581820089,0.3866789581820089,0.09655172413793103,0.8567252750493096,0.22413793103448276,0.0,0.9965,0.8567252750493096,nan,nan,nan,0.41414141414141414,256,5,True,0.651685393258427
all_llm,scorable_negotiation-L1-996daa4124,4,,0.61343,easy;large-frontier,1.0,0.0,0.3333333333333333,0.09487042589018028,0.0,0.0,0.21522033759086617,0.641750200346156,0.2846112776705409,0.0,1.0,0.641750200346156,nan,nan,nan,0.31226765799256506,256,22,True,0.3333333333333333
all_llm,scorable_negotiation-L2-df1e479b72,3,,0.63001,medium;small-frontier,1.0,0.0,0.3333333333333333,0.10245526810142076,0.4166238404000277,0.4166238404000277,0.20941683757957538,0.6033188256577366,0.3073658043042623,0.0,0.9608,0.6033188256577366,nan,nan,nan,0.3253588516746411,256,21,True,0.43103448275862066
all_llm,scorable_negotiation-L1-a9097927ce,3,,0.551691,easy,1.0,0.0,0.30985915492957744,0.11307112482686159,0.48685450697447535,0.48685450697447535,0.17235072143678773,0.5193987562502007,0.3173142238224179,0.0,0.7545,0.5193987562502007,nan,nan,nan,0.35818181818181816,256,37,True,0.4827586206896552
all_llm,scorable_negotiation-L3-46e1252af7,0,,0.684076,hard;pivotal-seat,1.0,0.0,0.21621621621621623,0.058823529411764705,0.7535799047879709,0.7535799047879709,0.22941176470588237,0.6301255536714604,0.27205882352941174,0.0,1.0,0.6301255536714604,nan,nan,nan,0.35348837209302325,256,8,True,0.49230769230769234
all_llm,scorable_negotiation-L2-103cef6017,4,,0.638165,medium;small-frontier,1.0,0.0,0.22950819672131148,0.07193191783909426,0.6755721495511996,0.6755721495511996,0.26942530307222146,0.55188751480072,0.31341764201319644,0.0,0.9274,0.55188751480072,nan,nan,nan,0.26744186046511625,256,15,True,0.2692307692307692
all_llm,scorable_negotiation-L3-9a673abad3,4,,0.699699,hard;high-conflict;pivotal-seat,1.0,0.0,0.08620689655172414,0.024408550315175408,0.0,0.0,0.24322632218065984,0.5375432415425709,0.2831391836560347,0.0,1.0,0.5375432415425709,nan,nan,nan,0.28679245283018867,256,9,True,0.08620689655172414
all_llm,scorable_negotiation-L0-a483b0d80d,2,,0.546303,easy,1.0,0.0,0.13333333333333333,0.04588876191321521,0.7080818834056857,0.7080818834056857,0.31221444342124244,0.46659111489790084,0.3441657143491141,0.0,0.9244,0.46659111489790084,nan,nan,nan,0.25504587155963304,256,40,True,0.4727272727272727
all_llm,scorable_negotiation-L1-282034699c,1,,0.600081,easy;large-frontier,1.0,0.0,0.3218390804597701,0.10979475373425825,0.8681224744166514,0.42805715977264064,0.17509264487018628,0.5535942439950864,0.284289987347633,0.0,0.7331,0.5535942439950864,nan,nan,nan,0.17115384615384616,256,27,True,0.55
all_llm,scorable_negotiation-L1-996daa4124,3,,0.61343,easy;large-frontier,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,nan,256,22,True,0.3333333333333333
