logical_table,instance_id,episode_seed,episode_id,deal_rate,closing_offer,n_supporters,quorum_close_rate,outvoted_seats,outvoted_below_threshold,outvoted_z,outvoted_dissented,any_below_threshold,treated_seat,treated_reject_share,treated_accept_share,treated_dissent_rate,treated_is_outvoted,treated_below_threshold
all_rational__majority_r4,scorable_negotiation-L1-6e5961e973,4,scorable_negotiation-moves_chat-74b9f8aa2d,1.0,P11,4.0,1.0,Casey,0.0,1.0,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L1-6e5961e973,1,scorable_negotiation-moves_chat-7aad3d1113,1.0,P16,4.0,1.0,Ember,1.0,-0.258333,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L1-6f6151e1d5,1,scorable_negotiation-moves_chat-7cfa199a8d,1.0,P10,3.0,1.0,Casey;Ember,0.5,0.176282,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L1-a9e4838c4c,1,scorable_negotiation-moves_chat-aa66afbcec,1.0,P7,3.0,1.0,Avery;Casey,1.0,-0.1326225,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L1-1381dc04db,4,scorable_negotiation-moves_chat-bfda442d57,1.0,P2,3.0,1.0,Avery;Ember,0.5,-0.007069000000000006,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L1-1381dc04db,0,scorable_negotiation-moves_chat-cd9a61786d,1.0,P2,3.0,1.0,Avery;Ember,0.5,-0.007069000000000006,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L1-a9e4838c4c,2,scorable_negotiation-moves_chat-d1f9a23c16,1.0,P4,3.0,1.0,Avery;Casey,1.0,-0.1326225,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L1-6f6151e1d5,2,scorable_negotiation-moves_chat-dbb8e37428,1.0,P7,3.0,1.0,Devon;Ember,0.5,-0.065234,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L1-a9e4838c4c,4,scorable_negotiation-moves_chat-e4daa67138,1.0,P9,3.0,1.0,Avery;Casey,1.0,-0.1326225,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L1-b3fd37949a,2,scorable_negotiation-moves_chat-e7d78c1491,1.0,P5,3.0,1.0,Avery;Devon,1.0,-0.2806325,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L1-a9e4838c4c,0,scorable_negotiation-moves_chat-e940119aa6,1.0,P7,3.0,1.0,Avery;Casey,1.0,-0.1326225,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L1-1381dc04db,1,scorable_negotiation-moves_chat-f698f012fd,1.0,P1,3.0,1.0,Avery;Ember,1.0,-0.3018965,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-cd5957683b,4,scorable_negotiation-moves_chat-0ae2a6e53e,1.0,P18,3.0,1.0,Casey;Ember,0.5,-0.11738249999999999,0.5,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-c07670b4c3,4,scorable_negotiation-moves_chat-0df48137fa,1.0,P2,3.0,1.0,Avery;Ember,1.0,-0.341739,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-f3366df5c2,4,scorable_negotiation-moves_chat-280f88b0ae,1.0,P2,3.0,1.0,Avery;Ember,0.5,0.0675105,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-cd5957683b,0,scorable_negotiation-moves_chat-351f2122d3,1.0,P11,3.0,1.0,Casey;Ember,1.0,-0.239723,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-c07670b4c3,0,scorable_negotiation-moves_chat-38ab90f414,1.0,P2,3.0,1.0,Avery;Ember,1.0,-0.341739,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-107032bc27,3,scorable_negotiation-moves_chat-4c4443d246,1.0,P12,3.0,1.0,Devon;Ember,1.0,-0.1460335,1.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-107032bc27,4,scorable_negotiation-moves_chat-524a490f8b,1.0,P2,3.0,1.0,Avery;Ember,0.5,0.0037800000000000056,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-107032bc27,2,scorable_negotiation-moves_chat-52d82728af,1.0,P13,3.0,1.0,Avery;Ember,0.5,0.0037800000000000056,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-f3366df5c2,0,scorable_negotiation-moves_chat-6c78e543ae,1.0,P2,3.0,1.0,Avery;Ember,0.5,0.0675105,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-cd5957683b,2,scorable_negotiation-moves_chat-6d3ccc0445,1.0,P2,3.0,1.0,Casey;Ember,0.5,0.021896,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-5edb2fff08,1,scorable_negotiation-moves_chat-7261f53c00,1.0,P1,3.0,1.0,Avery;Ember,0.5,-0.1573325,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-c07670b4c3,1,scorable_negotiation-moves_chat-77a50d5f6f,1.0,P10,3.0,1.0,Avery;Ember,0.5,-0.11951650000000003,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-5edb2fff08,4,scorable_negotiation-moves_chat-7abeae7cfe,1.0,P4,3.0,1.0,Casey;Ember,1.0,-0.4155725,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-f3366df5c2,1,scorable_negotiation-moves_chat-7b6a420a89,1.0,P1,3.0,1.0,Avery;Ember,1.0,-0.5403979999999999,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-5edb2fff08,3,scorable_negotiation-moves_chat-7feb7e8c74,1.0,P7,3.0,1.0,Casey;Ember,1.0,-0.306049,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-c07670b4c3,3,scorable_negotiation-moves_chat-8e5f22f167,1.0,P5,3.0,1.0,Avery;Ember,1.0,-0.341739,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-f3366df5c2,3,scorable_negotiation-moves_chat-90a21b83ef,1.0,P5,3.0,1.0,Avery;Ember,0.5,0.0675105,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-107032bc27,1,scorable_negotiation-moves_chat-917dede020,1.0,P13,3.0,1.0,Casey;Ember,0.5,0.2828945,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-c07670b4c3,2,scorable_negotiation-moves_chat-9932494cec,0.0,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-5edb2fff08,0,scorable_negotiation-moves_chat-ab199e436c,1.0,P13,3.0,1.0,Casey;Ember,1.0,-0.27529,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-107032bc27,0,scorable_negotiation-moves_chat-c708390825,1.0,P2,3.0,1.0,Avery;Ember,0.5,0.0037800000000000056,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-cd5957683b,3,scorable_negotiation-moves_chat-d4f78dadf0,1.0,P7,3.0,1.0,Casey;Ember,1.0,-0.3567445,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-f3366df5c2,2,scorable_negotiation-moves_chat-e8aac40cde,1.0,P10,3.0,1.0,Avery;Ember,1.0,-0.2883715,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-5edb2fff08,2,scorable_negotiation-moves_chat-eb1341c433,1.0,P4,3.0,1.0,Casey;Ember,1.0,-0.27529,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L2-cd5957683b,1,scorable_negotiation-moves_chat-feaa15a6b0,1.0,P1,3.0,1.0,Avery;Ember,0.5,-0.026138999999999996,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-8e55401ea3,3,scorable_negotiation-moves_chat-0225b8ef54,1.0,P11,4.0,1.0,Avery,1.0,-0.518868,1.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-78a36182a2,2,scorable_negotiation-moves_chat-062e151e7b,0.0,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-8e55401ea3,1,scorable_negotiation-moves_chat-0d30454ab6,1.0,P10,3.0,1.0,Casey;Ember,1.0,-0.23571450000000002,0.5,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-901198dd46,1,scorable_negotiation-moves_chat-0f74cb920f,1.0,P5,3.0,1.0,Casey;Devon,1.0,-0.4738285,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-09d8108a8f,2,scorable_negotiation-moves_chat-0f9bd078c5,1.0,P8,3.0,1.0,Casey;Ember,0.0,0.5524195,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-78a36182a2,0,scorable_negotiation-moves_chat-1169a4aa74,0.0,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-81f699e3fe,0,scorable_negotiation-moves_chat-1575cc8ac2,1.0,P2,3.0,1.0,Avery;Ember,1.0,-0.4825765,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-09d8108a8f,1,scorable_negotiation-moves_chat-1767f0886a,1.0,P1,3.0,1.0,Avery;Ember,1.0,-0.105572,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-8e55401ea3,4,scorable_negotiation-moves_chat-2bd1986db1,1.0,P11,4.0,1.0,Casey,0.0,0.642857,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-81f699e3fe,4,scorable_negotiation-moves_chat-323e2d8080,1.0,P2,3.0,1.0,Avery;Ember,1.0,-0.4825765,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-8e55401ea3,2,scorable_negotiation-moves_chat-402fc70d7d,1.0,P10,3.0,1.0,Casey;Ember,1.0,-0.23571450000000002,1.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-09d8108a8f,4,scorable_negotiation-moves_chat-407a90d660,1.0,P8,4.0,1.0,Casey,0.0,0.104839,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-81f699e3fe,1,scorable_negotiation-moves_chat-4161a6bba9,1.0,P1,3.0,1.0,Avery;Ember,0.5,-0.109159,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-78a36182a2,1,scorable_negotiation-moves_chat-718e6625c0,0.0,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-09d8108a8f,3,scorable_negotiation-moves_chat-7e613fc022,1.0,P7,3.0,1.0,Avery;Casey,0.0,0.5524195,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-901198dd46,4,scorable_negotiation-moves_chat-7f004c04fe,1.0,P11,3.0,1.0,Casey;Devon,1.0,-0.4738285,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-09d8108a8f,0,scorable_negotiation-moves_chat-82297ea22d,1.0,P8,4.0,1.0,Casey,0.0,0.104839,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-78a36182a2,4,scorable_negotiation-moves_chat-9188f47269,0.0,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-78a36182a2,3,scorable_negotiation-moves_chat-9a6947e804,0.0,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-901198dd46,2,scorable_negotiation-moves_chat-a2b02d90d2,1.0,P2,3.0,1.0,Casey;Devon,1.0,-0.4738285,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-901198dd46,0,scorable_negotiation-moves_chat-b68f40255a,1.0,P8,3.0,1.0,Casey;Devon,1.0,-0.4738285,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-901198dd46,3,scorable_negotiation-moves_chat-c45ccc08df,1.0,P2,3.0,1.0,Casey;Devon,1.0,-0.4738285,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-81f699e3fe,2,scorable_negotiation-moves_chat-ce0f425bf8,1.0,P7,3.0,1.0,Avery;Ember,1.0,-0.4825765,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-8e55401ea3,0,scorable_negotiation-moves_chat-d4448da0f8,1.0,P8,3.0,1.0,Casey;Ember,1.0,-0.23571450000000002,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L3-81f699e3fe,3,scorable_negotiation-moves_chat-ea6bfa64be,1.0,P10,3.0,1.0,Avery;Ember,0.5,-0.109159,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L4-592a4f7b6d,0,scorable_negotiation-moves_chat-0507a4dfd1,1.0,P3,3.0,1.0,Avery;Casey,0.0,0.5487805,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L4-b9891ffb3e,3,scorable_negotiation-moves_chat-05ed5324f2,1.0,P11,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L4-35d9e3e112,0,scorable_negotiation-moves_chat-407d534f79,1.0,P17,3.0,1.0,Avery;Devon,0.5,0.052151,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L4-35d9e3e112,4,scorable_negotiation-moves_chat-512ee93d3c,1.0,P9,3.0,1.0,Avery;Devon,0.5,0.052151,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L4-05f715c1e6,0,scorable_negotiation-moves_chat-5fb390caf2,1.0,P2,3.0,1.0,Avery;Ember,1.0,-0.384058,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L4-592a4f7b6d,4,scorable_negotiation-moves_chat-608d753639,1.0,P3,3.0,1.0,Casey;Ember,0.0,0.6439395,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L4-35d9e3e112,2,scorable_negotiation-moves_chat-61bf08e9bb,1.0,P16,3.0,1.0,Avery;Devon,0.5,0.052151,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L4-35d9e3e112,3,scorable_negotiation-moves_chat-63747368ba,1.0,P12,3.0,1.0,Avery;Devon,0.5,0.052151,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L4-b9891ffb3e,1,scorable_negotiation-moves_chat-6e86bf1f94,1.0,P9,4.0,1.0,Ember,0.0,1.0,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L4-592a4f7b6d,2,scorable_negotiation-moves_chat-7e6d0f32a8,1.0,P4,4.0,1.0,Casey,0.0,1.0,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L4-592a4f7b6d,3,scorable_negotiation-moves_chat-83f5361bcc,1.0,P5,3.0,1.0,Avery;Ember,1.0,-0.6080935000000001,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L4-05f715c1e6,2,scorable_negotiation-moves_chat-8a6c494c52,1.0,P8,3.0,1.0,Avery;Ember,1.0,-0.6870885,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L4-b9891ffb3e,2,scorable_negotiation-moves_chat-9e0d983372,0.0,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L4-592a4f7b6d,1,scorable_negotiation-moves_chat-b8bf913140,1.0,P1,3.0,1.0,Avery;Ember,1.0,-0.34811499999999995,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L4-05f715c1e6,3,scorable_negotiation-moves_chat-bf8243b82e,1.0,P13,3.0,1.0,Avery;Ember,1.0,-0.384058,1.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L4-b9891ffb3e,0,scorable_negotiation-moves_chat-c481eec570,1.0,P10,4.0,1.0,Devon,0.0,0.344828,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L4-05f715c1e6,4,scorable_negotiation-moves_chat-ccb19f6dc9,1.0,P2,3.0,1.0,Avery;Ember,1.0,-0.384058,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L4-05f715c1e6,1,scorable_negotiation-moves_chat-de7994744b,1.0,P1,3.0,1.0,Avery;Ember,1.0,-0.5355735,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L4-35d9e3e112,1,scorable_negotiation-moves_chat-e964933273,1.0,P13,3.0,1.0,Avery;Devon,1.0,-0.081652,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r4,scorable_negotiation-L4-b9891ffb3e,4,scorable_negotiation-moves_chat-ede453a997,0.0,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-86d39f433e,4,scorable_negotiation-moves_chat-08202cb9d4,1.0,P2,3.0,1.0,Avery;Ember,0.0,0.2524485,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-033f0874d5,3,scorable_negotiation-moves_chat-0e8d168fb9,1.0,P2,3.0,1.0,Avery;Devon,0.5,0.10947800000000002,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-5b80bb74c6,3,scorable_negotiation-moves_chat-13d1a74f81,1.0,P2,3.0,1.0,Devon;Ember,0.5,-0.203252,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-db777d04d1,1,scorable_negotiation-moves_chat-18e98a8856,1.0,P1,3.0,1.0,Avery;Ember,0.0,0.268421,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-44925c2d5b,3,scorable_negotiation-moves_chat-1f657853f5,1.0,P1,4.0,1.0,Casey,1.0,-0.355191,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-5b80bb74c6,0,scorable_negotiation-moves_chat-24c470460b,1.0,P46,3.0,1.0,Devon;Ember,0.5,-0.203252,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-44925c2d5b,2,scorable_negotiation-moves_chat-2c25b1765a,1.0,P55,3.0,1.0,Casey;Ember,1.0,-0.140066,0.5,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-db777d04d1,0,scorable_negotiation-moves_chat-30e686402e,1.0,P2,3.0,1.0,Avery;Ember,0.5,-0.1,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-033f0874d5,2,scorable_negotiation-moves_chat-375ea795b8,1.0,P6,3.0,1.0,Devon;Ember,0.5,-0.0607145,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-86d39f433e,3,scorable_negotiation-moves_chat-5bdb6ed8c3,1.0,P6,4.0,1.0,Ember,0.0,0.079365,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-db777d04d1,3,scorable_negotiation-moves_chat-5de21f3f9a,1.0,P2,3.0,1.0,Avery;Devon,0.5,-0.043548500000000004,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-5b80bb74c6,4,scorable_negotiation-moves_chat-7599ef1fba,1.0,P2,3.0,1.0,Devon;Ember,0.5,-0.203252,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-86d39f433e,2,scorable_negotiation-moves_chat-8ea4855586,1.0,P5,3.0,1.0,Avery;Devon,0.0,0.638298,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-033f0874d5,1,scorable_negotiation-moves_chat-90219ddce1,1.0,P1,3.0,1.0,Avery;Ember,0.0,0.3701925,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-5b80bb74c6,1,scorable_negotiation-moves_chat-9458025016,1.0,P7,3.0,1.0,Devon;Ember,0.5,-0.203252,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-5b80bb74c6,2,scorable_negotiation-moves_chat-a5911a2a3a,1.0,P50,4.0,1.0,Casey,1.0,-0.290323,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-db777d04d1,2,scorable_negotiation-moves_chat-bf29020543,1.0,P1,5.0,0.0,,nan,nan,nan,0.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-44925c2d5b,4,scorable_negotiation-moves_chat-d0bbf1668d,1.0,P2,3.0,1.0,Avery;Ember,0.5,-0.102748,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-86d39f433e,0,scorable_negotiation-moves_chat-d284c38929,1.0,P2,3.0,1.0,Avery;Ember,0.0,0.2524485,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-44925c2d5b,0,scorable_negotiation-moves_chat-dee69dddd9,1.0,P2,3.0,1.0,Avery;Ember,0.5,-0.102748,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-033f0874d5,4,scorable_negotiation-moves_chat-e1d3eadd33,1.0,P12,3.0,1.0,Avery;Devon,0.0,0.384478,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-86d39f433e,1,scorable_negotiation-moves_chat-ea56c28355,1.0,P1,3.0,1.0,Avery;Ember,0.5,-0.13762249999999998,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-44925c2d5b,1,scorable_negotiation-moves_chat-ed42014187,0.0,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-db777d04d1,4,scorable_negotiation-moves_chat-f36300700c,1.0,P2,3.0,1.0,Avery;Ember,0.5,-0.1,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L0-033f0874d5,0,scorable_negotiation-moves_chat-fd99c02270,1.0,P1,3.0,1.0,Devon;Ember,0.5,-0.1964285,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L1-b3fd37949a,4,scorable_negotiation-moves_chat-02cde34126,1.0,P17,3.0,1.0,Avery;Devon,1.0,-0.1876835,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L1-6e5961e973,1,scorable_negotiation-moves_chat-0d059c1ec3,1.0,P65,4.0,1.0,Ember,1.0,-0.133333,1.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L1-b3fd37949a,1,scorable_negotiation-moves_chat-1c5a9c6393,1.0,P7,3.0,1.0,Avery;Devon,1.0,-0.2806325,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L1-6f6151e1d5,3,scorable_negotiation-moves_chat-286f1b4ce6,1.0,P17,3.0,1.0,Devon;Ember,1.0,-0.315234,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L1-a9e4838c4c,3,scorable_negotiation-moves_chat-32cae699b3,1.0,P13,3.0,1.0,Avery;Casey,1.0,-0.1326225,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L1-6f6151e1d5,0,scorable_negotiation-moves_chat-37b42a799e,1.0,P1,3.0,1.0,Devon;Ember,0.5,-0.065234,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L1-a9e4838c4c,1,scorable_negotiation-moves_chat-55f082bb06,1.0,P4,3.0,1.0,Avery;Casey,1.0,-0.1326225,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L1-6e5961e973,0,scorable_negotiation-moves_chat-57f6e36c69,0.0,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L1-1381dc04db,3,scorable_negotiation-moves_chat-5968e2679f,1.0,P5,3.0,1.0,Avery;Ember,1.0,-0.237069,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L1-6f6151e1d5,2,scorable_negotiation-moves_chat-5e74ce8608,1.0,P10,3.0,1.0,Devon;Ember,1.0,-0.315234,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L1-6e5961e973,2,scorable_negotiation-moves_chat-619cddf6c9,1.0,P71,4.0,1.0,Casey,0.0,1.0,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L1-6f6151e1d5,1,scorable_negotiation-moves_chat-6bf94e1b3c,1.0,P48,4.0,1.0,Devon,1.0,-0.367647,1.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L1-6f6151e1d5,4,scorable_negotiation-moves_chat-77a6e2d7db,1.0,P57,3.0,1.0,Devon;Ember,0.5,-0.065234,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L1-1381dc04db,4,scorable_negotiation-moves_chat-89471bf494,1.0,P2,3.0,1.0,Avery;Ember,0.5,-0.007069000000000006,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L1-a9e4838c4c,4,scorable_negotiation-moves_chat-99128ec848,1.0,P19,3.0,1.0,Avery;Casey,1.0,-0.1326225,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L1-b3fd37949a,2,scorable_negotiation-moves_chat-b1a4e84c18,1.0,P5,3.0,1.0,Avery;Devon,1.0,-0.2806325,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_r16,scorable_negotiation-L1-6e5961e973,4,scorable_negotiation-moves_chat-b9d5d98bb1,1.0,P49,4.0,1.0,Ember,0.0,0.133333,0.0,0.0,,nan,nan,nan,nan,nan
