logical_table,instance_id,episode_seed,bank_position,seat_index,difficulty_tags,deal_rate,normalized_primary,worst_off,max_share,seat_z,seat_z_uncond,seat_share,seat_advantage,seat_capture_z,coplayer_z,coplayer_z_uncond,z_parties
one_rational,scorable_negotiation-L1-282034699c,3,16,2,easy;large-frontier,1.0,0.8211,0.22826086956521738,0.30903336153283495,0.7166666667,0.7166666667,0.22147390910711542,0.08685918650000002,0.23370687703889056,0.6298074802,0.6298074802,0.9074074074;0.2282608696;0.7166666667;0.3835616438;1
one_rational,scorable_negotiation-L0-611ee402f7,1,5,2,easy,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_rational,scorable_negotiation-L2-0aa50f7b83,4,22,0,hard;high-conflict;large-frontier;no-clear-win-win,1.0,0.9317,0.46875,0.26702604582084216,0.5810810811,0.5810810811,0.1551637833874577,-0.2098869067,-0.773453645271717,0.7909679878,0.7909679878,0.5810810811;1;1;0.6951219512;0.46875
one_rational,scorable_negotiation-L1-19dae4b672,2,11,0,high-conflict;medium,1.0,0.9605,0.14516129032258066,0.3259844608892783,0.7244897959,0.7244897959,0.236172415537842,0.13870452382499998,0.401167422100602,0.585785272075,0.585785272075,0.7244897959;1;0.6222222222;0.5757575758;0.1451612903
one_rational,scorable_negotiation-L2-df1e479b72,1,2,4,medium;small-frontier,1.0,1.0,0.2619047619047619,0.2991893883566691,0.4137931034,0.4137931034,0.1238025055131838,-0.31834975374999996,-0.8489485726588547,0.7321428571499999,0.7321428571499999,1;1;0.6666666667;0.2619047619;0.4137931034
one_rational,scorable_negotiation-L1-282034699c,4,16,4,easy;large-frontier,1.0,1.0,0.26666666666666666,0.27612389851641195,1.0,1.0,0.27612389851252045,0.34460933535000005,0.9906670851671369,0.65539066465,0.65539066465,0.5740740741;1;0.2666666667;0.7808219178;1
one_rational,scorable_negotiation-L1-996daa4124,1,21,3,easy;large-frontier,1.0,0.8825,0.33,0.3195624806902181,0.33,0.33,0.1054556186270474,-0.369819624825,-1.141168117970925,0.699819624825,0.699819624825,0.7373737374;1;0.7285714286;0.33;0.3333333333
one_rational,scorable_negotiation-L3-46e1252af7,0,8,3,hard;pivotal-seat,1.0,1.0,0.21621621621621623,0.27205882352941174,0.4594594595,0.4594594595,0.1250000000102022,-0.34459459454999997,-0.8268941546821383,0.80405405405,0.80405405405,1;1;0.2162162162;0.4594594595;1
one_rational,scorable_negotiation-L2-1fc37540c8,0,12,2,high-conflict;large-frontier;medium;no-clear-win-win,1.0,0.8891,0.05,0.3323370448949251,0.3103448276,0.3103448276,0.10313908290420373,-0.36431733455,-0.7741196561078032,0.67466216215,0.67466216215,0.05;0.6486486486;0.3103448276;1;1
one_rational,scorable_negotiation-L3-9a673abad3,0,18,3,hard;high-conflict;pivotal-seat,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_rational,scorable_negotiation-L0-a483b0d80d,0,15,0,easy,1.0,0.9649,0.4727272727272727,0.2538432025241852,0.5531914894,0.5531914894,0.18416249085651581,-0.05946633887500008,-0.4360102401502065,0.612657828275,0.612657828275,0.5531914894;0.4727272727;0.7625;0.6931818182;0.5222222222
one_rational,scorable_negotiation-L1-282034699c,0,16,1,easy;large-frontier,1.0,0.9791,0.26666666666666666,0.28108555211705477,1.0,1.0,0.28108555211782044,0.36059107052499995,0.9030094455584428,0.639408929475,0.639408929475,0.9074074074;1;0.2666666667;0.3835616438;1
one_rational,scorable_negotiation-L4-712ba36a4f,1,9,1,hard;no-clear-win-win;pivotal-seat,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_rational,scorable_negotiation-L4-d49e5fe070,4,19,2,medium;small-frontier,1.0,1.0,0.36,0.2667274675005067,1.0,1.0,0.26672746750584486,0.312713704225,1.049327056464356,0.687286295775,0.687286295775,0.7164179104;0.6727272727;1;0.36;1
one_rational,scorable_negotiation-L2-1fc37540c8,3,12,3,high-conflict;large-frontier;medium;no-clear-win-win,1.0,1.0,0.3103448275862069,0.3018266418973166,1.0,1.0,0.30182664189745523,0.42170996427499996,1.5438810716394107,0.578290035725,0.578290035725,0.6875;0.6486486486;0.3103448276;1;0.6666666667
one_rational,scorable_negotiation-L3-d9a0ef3c04,3,13,4,hard;no-clear-win-win;pivotal-seat,1.0,1.0,0.651685393258427,0.214975845410628,0.6516853933,0.6516853933,0.14009661836517304,-0.34831460670000003,-2.0000000000000004,1.0,1.0,1;1;1;1;0.6516853933
one_rational,scorable_negotiation-L2-1fc37540c8,4,12,0,high-conflict;large-frontier;medium;no-clear-win-win,1.0,0.8891,0.05,0.3323370448949251,0.05,0.05,0.01661685224493874,-0.6897483690499999,-1.4656117609924582,0.73974836905,0.73974836905,0.05;0.6486486486;0.3103448276;1;1
one_rational,scorable_negotiation-L3-46e1252af7,2,8,2,hard;pivotal-seat,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_rational,scorable_negotiation-L3-a8641f6c33,3,3,4,medium;small-frontier,1.0,0.9628,0.43333333333333335,0.27187957424508014,1.0,1.0,0.27187957424690296,0.33047524095,1.1664466203278971,0.66952475905,0.66952475905,0.4333333333;0.6176470588;0.6271186441;1;1
one_rational,scorable_negotiation-L1-996daa4124,3,21,2,easy;large-frontier,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_rational,scorable_negotiation-L1-a9097927ce,2,1,0,easy,1.0,0.9216,0.0,0.3232255255136376,0.5633802817,0.5633802817,0.1820988876164352,-0.06922841395000001,-0.14969179730409676,0.63260869565,0.63260869565,0.5633802817;0.5304347826;0;1;1
one_rational,scorable_negotiation-L0-611ee402f7,2,5,4,easy,1.0,1.0,0.35185185185185186,0.29927974922673495,1.0,1.0,0.2992797492105254,0.414661155125,1.430331701438549,0.585338844875,0.585338844875,0.762962963;0.7611940299;0.3518518519;0.4653465347;1
one_rational,scorable_negotiation-L3-d9a0ef3c04,0,13,3,hard;no-clear-win-win;pivotal-seat,1.0,1.0,0.651685393258427,0.214975845410628,1.0,1.0,0.21497584540870673,0.08707865167499995,0.4999999999999997,0.912921348325,0.912921348325,1;1;1;1;0.6516853933
one_rational,scorable_negotiation-L0-34733a57e6,1,20,2,easy;large-frontier,1.0,0.8189,0.29411764705882354,0.36395933554370136,0.5774647887,0.5774647887,0.210173700792496,0.034941062774999976,0.11086472805968486,0.542523725925,0.542523725925,0.328358209;1;0.5774647887;0.2941176471;0.5476190476
one_rational,scorable_negotiation-L2-1fc37540c8,2,12,1,high-conflict;large-frontier;medium;no-clear-win-win,1.0,1.0,0.3103448275862069,0.3018266418973166,0.6486486486,0.6486486486,0.1957794433782605,-0.017479224974999985,-0.06399147962325939,0.666127873575,0.666127873575,0.6875;0.6486486486;0.3103448276;1;0.6666666667
one_rational,scorable_negotiation-L2-103cef6017,1,7,4,medium;small-frontier,1.0,1.0,0.2692307692307692,0.3036984284733214,0.696969697,0.696969697,0.21166860167300383,0.04802709110000003,0.16438522694797347,0.6489426059,0.6489426059,0.2692307692;0.7049180328;1;0.6216216216;0.696969697
one_rational,scorable_negotiation-L1-996daa4124,0,21,1,easy;large-frontier,1.0,0.9109,0.21428571428571427,0.31625485408173143,0.4693877551,0.4693877551,0.14844615599789204,-0.20376700679999998,-0.6064874177828613,0.6731547619,0.6731547619,1;0.4693877551;0.2142857143;0.77;0.7083333333
one_rational,scorable_negotiation-L2-0aa50f7b83,2,22,1,hard;high-conflict;large-frontier;no-clear-win-win,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_rational,scorable_negotiation-L4-faf2ca7d47,4,14,2,hard;no-clear-win-win;pivotal-seat;small-frontier,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_rational,scorable_negotiation-L3-9a1b1c0960,4,23,1,hard;pivotal-seat,1.0,0.9183,0.15789473684210525,0.3105728508804517,0.1578947368,0.1578947368,0.049037818547453656,-0.607595693825,-1.7555362500781264,0.765490430625,0.765490430625,0.7543859649;0.1578947368;1;0.7166666667;0.5909090909
one_rational,scorable_negotiation-L2-adac68f4ac,3,17,3,large-frontier;medium,1.0,1.0,0.28888888888888886,0.29610528187800106,0.6216216216,0.6216216216,0.1840654454840842,-0.06726726729999999,-0.18871404994432753,0.6888888889,0.6888888889,1;0.4666666667;1;0.6216216216;0.2888888889
one_rational,scorable_negotiation-L4-8a29217702,1,4,1,hard;high-conflict;no-clear-win-win;small-frontier,1.0,1.0,0.49122807017543857,0.23769808173477897,1.0,1.0,0.23769808173249912,0.19824561402499996,0.7668554827228281,0.801754385975,0.801754385975,1;1;0.7157894737;0.4912280702;1
one_rational,scorable_negotiation-L2-adac68f4ac,4,17,0,large-frontier;medium,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_rational,scorable_negotiation-L1-996daa4124,4,21,4,easy;large-frontier,1.0,0.7935,0.1,0.36000734708871607,0.7083333333,0.7083333333,0.25500520417908784,0.190986394525,0.5156887527857713,0.517346938775,0.517346938775,1;0.4693877551;0.5;0.1;0.7083333333
one_rational,scorable_negotiation-L0-65113008ad,3,0,1,medium,1.0,0.9817,0.15476190476190477,0.27865056018025913,1.0,1.0,0.27865056017349216,0.35281895775000005,0.7911018221925896,0.64718104225,0.64718104225,0.4339622642;1;1;1;0.1547619048
one_rational,scorable_negotiation-L2-adac68f4ac,2,17,1,large-frontier;medium,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_rational,scorable_negotiation-L4-d49e5fe070,3,19,0,medium;small-frontier,1.0,1.0,0.36,0.2667274675005067,0.7164179104,0.7164179104,0.19108833491682128,-0.04176390777499994,-0.14014095903023757,0.758181818175,0.758181818175,0.7164179104;0.6727272727;1;0.36;1
one_rational,scorable_negotiation-L0-32200851b2,0,10,0,easy;high-conflict,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_rational,scorable_negotiation-L4-8a29217702,0,4,4,hard;high-conflict;no-clear-win-win;small-frontier,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_rational,scorable_negotiation-L1-aabb4d986b,1,6,3,easy,1.0,0.9825,0.35,0.2702385326661338,1.0,1.0,0.2702385326608865,0.32489136527499995,1.0412542010478256,0.675108634725,0.675108634725,0.35;1;0.5862068966;1;0.7642276423
one_rational,scorable_negotiation-L2-103cef6017,4,7,0,medium;small-frontier,1.0,0.9274,0.22950819672131148,0.31341764201319644,1.0,1.0,0.3134176420175159,0.45234228555,1.150980620981985,0.54765771445,0.54765771445,1;0.2295081967;0.5692307692;0.3918918919;1
one_rational,scorable_negotiation-L3-a8641f6c33,0,3,3,medium;small-frontier,1.0,0.9628,0.43333333333333335,0.27187957424508014,1.0,1.0,0.27187957424690296,0.33047524095,1.1664466203278971,0.66952475905,0.66952475905,0.4333333333;0.6176470588;0.6271186441;1;1
one_rational,scorable_negotiation-L4-712ba36a4f,4,9,2,hard;no-clear-win-win;pivotal-seat,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_rational,scorable_negotiation-L0-32200851b2,4,10,3,easy;high-conflict,1.0,0.8383,0.12087912087912088,0.31569376757623824,0.6585365854,0.6585365854,0.2605277680633771,0.19124520775000003,0.6230567863137374,0.46729137765,0.46729137765,0.1208791209;0.3289473684;0.797979798;0.6585365854;0.6213592233
one_rational,scorable_negotiation-L1-aabb4d986b,4,6,4,easy,1.0,0.8264,0.43333333333333335,0.2520691583672661,0.7317073171,0.7317073171,0.23255585131317658,0.12804104092500002,0.8147799831184209,0.603666276175,0.603666276175,0.4333333333;0.5737704918;0.7931034483;0.6144578313;0.7317073171
one_rational,scorable_negotiation-L0-611ee402f7,4,5,3,easy,1.0,0.7944,0.34146341463414637,0.24652836322828922,0.5742574257,0.5742574257,0.21078310659842772,0.03672186504999997,0.2504100585141139,0.5375355606500001,0.5375355606500001,0.637037037;0.671641791;0.5;0.5742574257;0.3414634146
one_rational,scorable_negotiation-L0-32200851b2,3,10,1,easy;high-conflict,1.0,0.8341,0.30097087378640774,0.2665389861857758,0.6578947368,0.6578947368,0.2665389861648968,0.20529665012499998,1.106638241588302,0.452598086675,0.452598086675,0.6043956044;0.6578947368;0.5757575758;0.3292682927;0.3009708738
one_rational,scorable_negotiation-L2-0aa50f7b83,1,22,4,hard;high-conflict;large-frontier;no-clear-win-win,1.0,0.7533,0.23684210526315788,0.3369091991003009,1.0,1.0,0.3369091991002275,0.50796030305,1.2795646661894213,0.49203969695,0.49203969695,0.3108108108;0.2368421053;0.4814814815;0.9390243902;1
one_rational,scorable_negotiation-L1-aabb4d986b,3,6,2,easy,1.0,0.6014,0.04819277108433735,0.33247378631775804,0.4137931034,0.4137931034,0.18801965845274782,-0.03295787492000002,-0.11624436883846306,0.44675097832,0.44675097832,0.4333333333;0.5737704918;0.4137931034;0.04819277108;0.7317073171
one_rational,scorable_negotiation-L4-faf2ca7d47,2,14,3,hard;no-clear-win-win;pivotal-seat;small-frontier,1.0,0.6751,0.0,0.40220951535002497,0.0,0.0,0.0,-0.62156659765,-1.4331581798857986,0.62156659765,0.62156659765,0.2608695652;0.5142857143;0.7111111111;0;1
one_rational,scorable_negotiation-L3-9a1b1c0960,2,23,2,hard;pivotal-seat,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_rational,scorable_negotiation-L2-1fc37540c8,1,12,4,high-conflict;large-frontier;medium;no-clear-win-win,1.0,1.0,0.3103448275862069,0.3018266418973166,0.6666666667,0.6666666667,0.20121776127503105,0.00504329765,0.018463523369348554,0.66162336905,0.66162336905,0.6875;0.6486486486;0.3103448276;1;0.6666666667
one_rational,scorable_negotiation-L4-faf2ca7d47,3,14,0,hard;no-clear-win-win;pivotal-seat;small-frontier,1.0,0.6751,0.0,0.40220951535002497,0.2608695652,0.2608695652,0.1049242213892637,-0.29547964114999997,-0.6812931491249399,0.55634920635,0.55634920635,0.2608695652;0.5142857143;0.7111111111;0;1
one_rational,scorable_negotiation-L4-d49e5fe070,2,19,3,medium;small-frontier,1.0,1.0,0.36,0.2667274675005067,0.36,0.36,0.09602188830210415,-0.48728629577500004,-1.635114443315537,0.847286295775,0.847286295775,0.7164179104;0.6727272727;1;0.36;1
one_rational,scorable_negotiation-L1-19dae4b672,4,11,4,high-conflict;medium,1.0,0.6638,0.15151515151515152,0.29613483732423945,0.564516129,0.564516129,0.29613483730016926,0.22907498282500005,1.1477709228071407,0.335441146175,0.335441146175,0.2346938776;0.5;0.4555555556;0.1515151515;0.564516129
one_rational,scorable_negotiation-L3-46e1252af7,4,8,1,hard;pivotal-seat,1.0,0.8431,0.49230769230769234,0.2597561123128202,0.6835443038,0.6835443038,0.17755481094789669,-0.10801088014999993,-0.43245422568596675,0.7915551839499999,0.7915551839499999,0.4923076923;0.6835443038;1;1;0.6739130435
one_oracle,scorable_negotiation-L2-0aa50f7b83,1,22,4,hard;high-conflict;large-frontier;no-clear-win-win,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L2-1fc37540c8,0,12,2,high-conflict;large-frontier;medium;no-clear-win-win,1.0,1.0,0.3103448275862069,0.3018266418973166,0.3103448276,0.3103448276,0.09367033714475267,-0.440359001225,-1.6121552353787176,0.750703828825,0.750703828825,0.6875;0.6486486486;0.3103448276;1;0.6666666667
one_oracle,scorable_negotiation-L0-32200851b2,0,10,0,easy;high-conflict,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L3-9a673abad3,0,18,3,hard;high-conflict;pivotal-seat,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L1-19dae4b672,0,11,1,high-conflict;medium,1.0,0.9906,0.14516129032258066,0.31285113082719845,1.0,1.0,0.3128511308228391,0.450897886025,1.0646788617518774,0.549102113975,0.549102113975,0.6734693878;1;0.3777777778;1;0.1451612903
one_oracle,scorable_negotiation-L0-34733a57e6,2,20,4,easy;large-frontier,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L2-0aa50f7b83,0,22,2,hard;high-conflict;large-frontier;no-clear-win-win,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L3-a8641f6c33,4,3,1,medium;small-frontier,1.0,0.6421,0.3157894736842105,0.3244095033594237,0.3529411765,0.3529411765,0.11449747178356992,-0.32945446777499987,-0.8375545688942203,0.6823956442749999,0.6823956442749999,1;0.3529411765;1;0.3157894737;0.4137931034
one_oracle,scorable_negotiation-L3-d9a0ef3c04,3,13,4,hard;no-clear-win-win;pivotal-seat,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L3-46e1252af7,2,8,2,hard;pivotal-seat,1.0,1.0,0.21621621621621623,0.27205882352941174,0.2162162162,0.2162162162,0.05882352940696367,-0.648648648675,-1.556506644372218,0.864864864875,0.864864864875,1;1;0.2162162162;0.4594594595;1
one_oracle,scorable_negotiation-L4-faf2ca7d47,3,14,0,hard;no-clear-win-win;pivotal-seat;small-frontier,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L4-faf2ca7d47,0,14,4,hard;no-clear-win-win;pivotal-seat;small-frontier,1.0,1.0,0.0,0.2845528455284553,1.0,1.0,0.28455284552729854,0.37142857142499996,0.7454478926241762,0.628571428575,0.628571428575,1;0.5142857143;1;0;1
one_oracle,scorable_negotiation-L0-34733a57e6,4,20,3,easy;large-frontier,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L2-adac68f4ac,1,17,4,large-frontier;medium,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L1-a9097927ce,4,1,4,easy,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L1-a9097927ce,2,1,0,easy,1.0,1.0,0.0,0.29869248251232255,1.0,1.0,0.29869248251105307,0.41301877470000004,0.8645463667604911,0.5869812253,0.5869812253,1;0.4956521739;0;1;0.8522727273
one_oracle,scorable_negotiation-L2-103cef6017,3,7,3,medium;small-frontier,1.0,0.9523,0.22972972972972974,0.3128979479193361,0.2297297297,0.2297297297,0.07188196099987292,-0.51182038685,-1.2145881987683187,0.74155011655,0.74155011655,0.2692307692;1;1;0.2297297297;0.696969697
one_oracle,scorable_negotiation-L0-a483b0d80d,3,15,1,easy,1.0,0.9244,0.13333333333333333,0.3441657143491141,1.0,1.0,0.3441657143569802,0.52360573825,1.2978292077905877,0.47639426175,0.47639426175,0.3404255319;1;0.875;0.5568181818;0.1333333333
one_oracle,scorable_negotiation-L3-46e1252af7,0,8,3,hard;pivotal-seat,1.0,0.8431,0.49230769230769234,0.2597561123128202,1.0,1.0,0.25975611231170165,0.28755874009999993,1.1513283857744532,0.7124412599000001,0.7124412599000001,0.4923076923;0.6835443038;1;1;0.6739130435
one_oracle,scorable_negotiation-L3-9a673abad3,2,18,2,hard;high-conflict;pivotal-seat,1.0,1.0,0.08620689655172414,0.2831391836560347,1.0,1.0,0.2831391836561729,0.3670420258625,0.8764238113846815,0.6329579741375,0.6329579741375,0.68;1;1;0.08620689655;0.765625
one_oracle,scorable_negotiation-L0-34733a57e6,3,20,1,easy;large-frontier,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L4-712ba36a4f,2,9,3,hard;no-clear-win-win;pivotal-seat,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L1-a9097927ce,0,1,1,easy,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L3-9a1b1c0960,0,23,3,hard;pivotal-seat,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L0-a483b0d80d,1,15,2,easy,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L3-9a673abad3,3,18,4,hard;high-conflict;pivotal-seat,1.0,1.0,0.08620689655172414,0.2831391836560347,0.765625,0.765625,0.2167784374867574,0.07407327586250001,0.17687234207202507,0.6915517241375,0.6915517241375,0.68;1;1;0.08620689655;0.765625
one_oracle,scorable_negotiation-L4-d49e5fe070,0,19,4,medium;small-frontier,1.0,1.0,0.36,0.2667274675005067,1.0,1.0,0.26672746750584486,0.312713704225,1.049327056464356,0.687286295775,0.687286295775,0.7164179104;0.6727272727;1;0.36;1
one_oracle,scorable_negotiation-L3-a8641f6c33,1,3,0,medium;small-frontier,1.0,1.0,0.1694915254237288,0.2775599811823742,0.4333333333,0.4333333333,0.12027599183834842,-0.35903954804999993,-0.8153965437121796,0.79237288135,0.79237288135,0.4333333333;1;0.1694915254;1;1
one_oracle,scorable_negotiation-L4-712ba36a4f,1,9,1,hard;no-clear-win-win;pivotal-seat,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L0-32200851b2,2,10,4,easy;high-conflict,1.0,1.0,0.0,0.34226122635058126,1.0,1.0,0.3422612263441292,0.51956376955,1.0927741629305494,0.48043623044999995,0.48043623044999995,0.4065934066;1;0.5151515152;0;1
one_oracle,scorable_negotiation-L0-611ee402f7,4,5,3,easy,1.0,0.6852,0.012195121951219513,0.42059389770533084,1.0,1.0,0.4205938977041775,0.6556024080125,1.4111560189785728,0.3443975919875,0.3443975919875,0.2222222222;0.328358209;0.8148148148;1;0.01219512195
one_oracle,scorable_negotiation-L2-0aa50f7b83,2,22,1,hard;high-conflict;large-frontier;no-clear-win-win,1.0,0.7232,0.024390243902439025,0.3867375569068856,1.0,1.0,0.38673755690763817,0.6035667908775,1.1433860690798985,0.3964332091225,0.3964332091225,1;1;0.09259259259;0.0243902439;0.46875
one_oracle,scorable_negotiation-L3-d9a0ef3c04,0,13,3,hard;no-clear-win-win;pivotal-seat,1.0,1.0,0.651685393258427,0.214975845410628,1.0,1.0,0.21497584540870673,0.08707865167499995,0.4999999999999997,0.912921348325,0.912921348325,1;1;1;1;0.6516853933
one_oracle,scorable_negotiation-L0-65113008ad,1,0,2,medium,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L2-1fc37540c8,3,12,3,high-conflict;large-frontier;medium;no-clear-win-win,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L2-adac68f4ac,3,17,3,large-frontier;medium,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L3-d9a0ef3c04,1,13,0,hard;no-clear-win-win;pivotal-seat,1.0,0.9965,0.46153846153846156,0.22413793103448276,1.0,1.0,0.224137931036415,0.134615384625,0.5000000000000002,0.865384615375,0.865384615375,1;1;1;0.4615384615;1
one_oracle,scorable_negotiation-L4-8a29217702,4,4,2,hard;high-conflict;no-clear-win-win;small-frontier,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L0-611ee402f7,1,5,2,easy,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L0-32200851b2,3,10,1,easy;high-conflict,1.0,0.8538,0.0,0.40530174642887096,1.0,1.0,0.4053017464385136,0.6331756162,1.4565348797038076,0.3668243838,0.3668243838,0.4065934066;1;0.3131313131;0;0.7475728155
one_oracle,scorable_negotiation-L1-282034699c,4,16,4,easy;large-frontier,1.0,0.9791,0.26666666666666666,0.28108555211705477,1.0,1.0,0.28108555211782044,0.36059107052499995,0.9030094455584428,0.639408929475,0.639408929475,0.9074074074;1;0.2666666667;0.3835616438;1
one_oracle,scorable_negotiation-L0-32200851b2,1,10,2,easy;high-conflict,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L1-996daa4124,1,21,3,easy;large-frontier,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L0-32200851b2,4,10,3,easy;high-conflict,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L2-0aa50f7b83,3,22,3,hard;high-conflict;large-frontier;no-clear-win-win,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L2-adac68f4ac,2,17,1,large-frontier;medium,1.0,1.0,0.28888888888888886,0.29610528187800106,0.4666666667,0.4666666667,0.13818246488533684,-0.260960960925,-0.7321094165143842,0.727627627625,0.727627627625,1;0.4666666667;1;0.6216216216;0.2888888889
one_oracle,scorable_negotiation-L1-19dae4b672,2,11,0,high-conflict;medium,1.0,0.806,0.15151515151515152,0.4120071419941199,1.0,1.0,0.41200714200405386,0.6432144020999999,1.7001937148335289,0.35678559790000003,0.35678559790000003,1;0.5;0.2111111111;0.1515151515;0.564516129
one_oracle,scorable_negotiation-L4-d49e5fe070,3,19,0,medium;small-frontier,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L0-65113008ad,4,0,3,medium,1.0,0.9817,0.15476190476190477,0.27865056018025913,1.0,1.0,0.27865056017349216,0.35281895775000005,0.7911018221925896,0.64718104225,0.64718104225,0.4339622642;1;1;1;0.1547619048
one_oracle,scorable_negotiation-L1-19dae4b672,3,11,2,high-conflict;medium,1.0,1.0,0.14516129032258066,0.313897741571073,0.6222222222,0.6222222222,0.19531415030903843,-0.018659937100000024,-0.04486847716947876,0.6408821593,0.6408821593,0.4183673469;1;0.6222222222;1;0.1451612903
one_oracle,scorable_negotiation-L2-103cef6017,0,7,2,medium;small-frontier,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L0-65113008ad,2,0,4,medium,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L1-aabb4d986b,0,6,1,easy,1.0,1.0,0.11666666666666667,0.2700605308086295,1.0,1.0,0.27006053080267756,0.32428160917500004,0.7397099776169714,0.675718390825,0.675718390825,0.1166666667;1;0.5862068966;1;1
one_oracle,scorable_negotiation-L3-a8641f6c33,2,3,2,medium;small-frontier,1.0,0.6793,0.3157894736842105,0.33252976671296725,0.5423728814,0.5423728814,0.18035512772550955,-0.07384629227500006,-0.24237009592029235,0.616219173675,0.616219173675,1;0.7352941176;0.5423728814;0.3157894737;0.4137931034
one_oracle,scorable_negotiation-L1-aabb4d986b,1,6,3,easy,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L4-712ba36a4f,3,9,0,hard;no-clear-win-win;pivotal-seat,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L0-65113008ad,0,0,0,medium,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,
one_oracle,scorable_negotiation-L3-a8641f6c33,0,3,3,medium;small-frontier,1.0,1.0,0.1694915254237288,0.2775599811823742,1.0,1.0,0.2775599811867702,0.349293785325,0.7932634352984588,0.650706214675,0.650706214675,0.4333333333;1;0.1694915254;1;1
one_oracle,scorable_negotiation-L1-282034699c,3,16,2,easy;large-frontier,1.0,0.9791,0.26666666666666666,0.28108555211705477,0.2666666667,0.2666666667,0.07495614724078829,-0.5560755961000001,-1.3925511660390042,0.8227422628000001,0.8227422628000001,0.9074074074;1;0.2666666667;0.3835616438;1
