logical_table,instance_id,episode_seed,episode_id,deal_rate,closing_offer,n_supporters,quorum_close_rate,outvoted_seats,outvoted_below_threshold,outvoted_z,outvoted_dissented,any_below_threshold,treated_seat,treated_reject_share,treated_accept_share,treated_dissent_rate,treated_is_outvoted,treated_below_threshold
all_rational__majority_no_veto_r16,scorable_negotiation-L0-db777d04d1,4,scorable_negotiation-moves_chat-3a10baec76,1.0,P2,3.0,1.0,Avery;Ember,0.5,-0.1,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L0-033f0874d5,1,scorable_negotiation-moves_chat-3fce17ef4f,1.0,P1,3.0,1.0,Avery;Ember,0.0,0.3701925,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L0-86d39f433e,3,scorable_negotiation-moves_chat-41904c5c86,1.0,P9,3.0,1.0,Avery;Ember,0.0,0.1779805,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L0-44925c2d5b,0,scorable_negotiation-moves_chat-48cd955fa9,1.0,P2,3.0,1.0,Avery;Ember,0.5,-0.102748,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L0-033f0874d5,3,scorable_negotiation-moves_chat-52f93c2ecd,1.0,P1,3.0,1.0,Blake;Casey,1.0,-0.1098115,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L0-5b80bb74c6,4,scorable_negotiation-moves_chat-54176b22e5,1.0,P2,3.0,1.0,Devon;Ember,0.5,-0.203252,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L0-5b80bb74c6,2,scorable_negotiation-moves_chat-57e2ef432e,1.0,P2,3.0,1.0,Casey;Devon,0.0,0.11513250000000001,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L0-5b80bb74c6,1,scorable_negotiation-moves_chat-5e65a959bf,1.0,P2,3.0,1.0,Blake;Casey,0.5,-0.0178795,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L0-86d39f433e,4,scorable_negotiation-moves_chat-665cec0b38,1.0,P2,3.0,1.0,Avery;Ember,0.0,0.2524485,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L0-033f0874d5,0,scorable_negotiation-moves_chat-6ad90e6611,1.0,P1,3.0,1.0,Devon;Ember,0.5,-0.1964285,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L0-5b80bb74c6,0,scorable_negotiation-moves_chat-751cb025bf,1.0,P1,3.0,1.0,Devon;Ember,0.5,-0.06588200000000001,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L0-44925c2d5b,1,scorable_negotiation-moves_chat-85d3026cc0,1.0,P68,3.0,1.0,Blake;Devon,1.0,-0.139006,0.5,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L0-44925c2d5b,2,scorable_negotiation-moves_chat-87b7eedea7,1.0,P64,3.0,1.0,Casey;Ember,1.0,-0.140066,0.5,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L0-44925c2d5b,4,scorable_negotiation-moves_chat-b6de75bb53,1.0,P2,3.0,1.0,Avery;Ember,0.5,-0.102748,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L0-033f0874d5,2,scorable_negotiation-moves_chat-b8fc8ae7c6,1.0,P6,3.0,1.0,Devon;Ember,0.5,-0.1964285,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L0-86d39f433e,0,scorable_negotiation-moves_chat-c33845f8f9,1.0,P2,3.0,1.0,Avery;Ember,0.0,0.2524485,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L0-db777d04d1,0,scorable_negotiation-moves_chat-c62a39595d,1.0,P2,3.0,1.0,Avery;Ember,0.5,-0.1,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L0-db777d04d1,2,scorable_negotiation-moves_chat-c666e80ee2,1.0,P1,3.0,1.0,Avery;Blake,0.0,0.5210525,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L0-44925c2d5b,3,scorable_negotiation-moves_chat-cac71224c8,1.0,P1,3.0,1.0,Blake;Casey,0.5,0.3224045,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L0-86d39f433e,2,scorable_negotiation-moves_chat-d333e7ffba,1.0,P1,3.0,1.0,Avery;Blake,0.5,0.30141850000000003,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L0-86d39f433e,1,scorable_negotiation-moves_chat-ea94b080f5,1.0,P1,3.0,1.0,Avery;Ember,0.5,-0.13762249999999998,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L0-db777d04d1,1,scorable_negotiation-moves_chat-f23797d32b,1.0,P1,3.0,1.0,Avery;Ember,0.0,0.0210525,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-a9e4838c4c,1,scorable_negotiation-moves_chat-087992a284,1.0,P7,3.0,1.0,Avery;Casey,1.0,-0.1326225,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-b3fd37949a,1,scorable_negotiation-moves_chat-153915b53d,1.0,P2,3.0,1.0,Blake;Casey,0.5,-0.0484725,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-1381dc04db,0,scorable_negotiation-moves_chat-2c8aeae2f9,1.0,P2,3.0,1.0,Avery;Ember,0.5,-0.007069000000000006,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-6e5961e973,0,scorable_negotiation-moves_chat-30749fc147,1.0,P8,3.0,1.0,Blake;Ember,0.0,0.19647399999999998,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-6e5961e973,1,scorable_negotiation-moves_chat-339e21a484,1.0,P4,3.0,1.0,Blake;Ember,0.0,0.19647399999999998,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-b3fd37949a,3,scorable_negotiation-moves_chat-34926ea9bd,1.0,P1,3.0,1.0,Blake;Casey,0.5,-0.0484725,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-b3fd37949a,4,scorable_negotiation-moves_chat-34ea1da76d,1.0,P4,3.0,1.0,Casey;Ember,0.5,-0.1722025,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-a9e4838c4c,0,scorable_negotiation-moves_chat-4b535d1cd7,1.0,P14,3.0,1.0,Avery;Casey,1.0,-0.1326225,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-1381dc04db,2,scorable_negotiation-moves_chat-5ad85fd16e,1.0,P10,3.0,1.0,Avery;Ember,1.0,-0.237069,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-b3fd37949a,2,scorable_negotiation-moves_chat-5adf2d4371,1.0,P2,3.0,1.0,Blake;Casey,0.5,-0.0484725,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-a9e4838c4c,4,scorable_negotiation-moves_chat-5e8f353a29,1.0,P2,3.0,1.0,Devon;Ember,0.5,-0.073684,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-6f6151e1d5,2,scorable_negotiation-moves_chat-72cbb7099e,1.0,P2,3.0,1.0,Blake;Casey,0.5,-0.07060699999999999,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-6f6151e1d5,3,scorable_negotiation-moves_chat-7e9a74a5da,1.0,P1,3.0,1.0,Blake;Casey,0.5,-0.161953,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-a9e4838c4c,2,scorable_negotiation-moves_chat-8d1376b6aa,1.0,P4,3.0,1.0,Avery;Casey,1.0,-0.1326225,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-a9e4838c4c,3,scorable_negotiation-moves_chat-9617d31a52,1.0,P2,3.0,1.0,Devon;Ember,0.5,-0.073684,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-6f6151e1d5,0,scorable_negotiation-moves_chat-a78c788333,1.0,P1,3.0,1.0,Devon;Ember,0.5,-0.065234,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-6f6151e1d5,1,scorable_negotiation-moves_chat-b265827d37,1.0,P2,3.0,1.0,Blake;Casey,0.5,-0.07060699999999999,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-b3fd37949a,0,scorable_negotiation-moves_chat-c4a468c74c,1.0,P1,3.0,1.0,Devon;Ember,0.0,0.32298950000000004,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-1381dc04db,3,scorable_negotiation-moves_chat-c6d9776038,1.0,P5,3.0,1.0,Avery;Ember,0.5,0.112931,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-6e5961e973,2,scorable_negotiation-moves_chat-ccc8b4c719,1.0,P70,3.0,1.0,Blake;Casey,0.5,0.21634599999999998,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-1381dc04db,1,scorable_negotiation-moves_chat-d20eab5148,1.0,P1,3.0,1.0,Avery;Ember,1.0,-0.3018965,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-6e5961e973,4,scorable_negotiation-moves_chat-ddac7b259a,1.0,P4,3.0,1.0,Blake;Ember,0.0,0.19647399999999998,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-6f6151e1d5,4,scorable_negotiation-moves_chat-efdc6250ae,1.0,P1,3.0,1.0,Casey;Devon,0.5,0.2596155,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-6e5961e973,3,scorable_negotiation-moves_chat-f56412c52e,1.0,P9,3.0,1.0,Blake;Ember,0.0,0.1298075,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L1-1381dc04db,4,scorable_negotiation-moves_chat-f645065b4d,1.0,P2,3.0,1.0,Avery;Ember,0.5,-0.007069000000000006,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-5edb2fff08,2,scorable_negotiation-moves_chat-14ceb3ab49,1.0,P4,3.0,1.0,Casey;Ember,1.0,-0.27529,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-5edb2fff08,0,scorable_negotiation-moves_chat-1f6f36dbc1,1.0,P13,3.0,1.0,Casey;Ember,1.0,-0.27529,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-107032bc27,0,scorable_negotiation-moves_chat-2325bcc394,1.0,P2,3.0,1.0,Avery;Ember,0.5,0.0037800000000000056,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-f3366df5c2,3,scorable_negotiation-moves_chat-26d819f750,1.0,P3,3.0,1.0,Avery;Devon,0.5,-0.01804699999999998,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-cd5957683b,0,scorable_negotiation-moves_chat-32e239bc1f,1.0,P63,3.0,1.0,Casey;Ember,0.5,-0.11738249999999999,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-5edb2fff08,4,scorable_negotiation-moves_chat-339ce0e701,1.0,P4,3.0,1.0,Casey;Ember,1.0,-0.27529,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-107032bc27,3,scorable_negotiation-moves_chat-34b3cbdc55,1.0,P1,3.0,1.0,Blake;Casey,0.5,-0.1185465,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-5edb2fff08,3,scorable_negotiation-moves_chat-3881e2d222,1.0,P8,3.0,1.0,Casey;Ember,1.0,-0.27529,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-5edb2fff08,1,scorable_negotiation-moves_chat-39f139764d,1.0,P1,3.0,1.0,Avery;Ember,0.5,-0.1573325,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-cd5957683b,1,scorable_negotiation-moves_chat-4262bd996b,1.0,P9,3.0,1.0,Casey;Ember,1.0,-0.3567445,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-107032bc27,1,scorable_negotiation-moves_chat-4f00b6fe9b,1.0,P2,3.0,1.0,Blake;Casey,0.5,-0.10758150000000001,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-f3366df5c2,0,scorable_negotiation-moves_chat-6ba67fa808,1.0,P2,3.0,1.0,Avery;Ember,0.5,0.0675105,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-c07670b4c3,3,scorable_negotiation-moves_chat-7cd469c7b3,1.0,P5,3.0,1.0,Avery;Ember,1.0,-0.341739,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-c07670b4c3,4,scorable_negotiation-moves_chat-7dc06f060c,1.0,P2,3.0,1.0,Avery;Ember,1.0,-0.341739,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-c07670b4c3,1,scorable_negotiation-moves_chat-86193c236f,0.0,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-c07670b4c3,0,scorable_negotiation-moves_chat-8848bf774c,1.0,P2,3.0,1.0,Avery;Ember,1.0,-0.341739,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-f3366df5c2,2,scorable_negotiation-moves_chat-8940265492,1.0,P10,3.0,1.0,Avery;Ember,1.0,-0.5403979999999999,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-107032bc27,4,scorable_negotiation-moves_chat-91f655e294,1.0,P2,3.0,1.0,Avery;Ember,0.5,0.0037800000000000056,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-f3366df5c2,4,scorable_negotiation-moves_chat-93a9d1d6be,1.0,P2,3.0,1.0,Avery;Ember,0.5,0.0675105,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-c07670b4c3,2,scorable_negotiation-moves_chat-95cab56ebc,1.0,P56,3.0,1.0,Avery;Ember,1.0,-0.4343315,1.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-107032bc27,2,scorable_negotiation-moves_chat-a2533b36d1,1.0,P2,3.0,1.0,Blake;Casey,0.5,-0.10758150000000001,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-cd5957683b,3,scorable_negotiation-moves_chat-a76259b7fa,1.0,P7,3.0,1.0,Casey;Ember,1.0,-0.3567445,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-cd5957683b,2,scorable_negotiation-moves_chat-b8ae4eb057,1.0,P1,3.0,1.0,Avery;Blake,1.0,-0.374012,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-f3366df5c2,1,scorable_negotiation-moves_chat-c31e9d12df,1.0,P1,3.0,1.0,Avery;Ember,1.0,-0.5403979999999999,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L2-cd5957683b,4,scorable_negotiation-moves_chat-c9069eb24d,1.0,P38,3.0,1.0,Casey;Ember,1.0,-0.3567445,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-81f699e3fe,0,scorable_negotiation-moves_chat-036a50993a,1.0,P46,3.0,1.0,Avery;Ember,0.5,-0.109159,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-78a36182a2,2,scorable_negotiation-moves_chat-0f9575502d,1.0,P2,3.0,1.0,Blake;Casey,0.5,0.487805,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-8e55401ea3,1,scorable_negotiation-moves_chat-12a074bf4b,1.0,P2,3.0,1.0,Avery;Blake,0.5,-0.259434,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-09d8108a8f,2,scorable_negotiation-moves_chat-1954b4a754,1.0,P2,3.0,1.0,Blake;Casey,1.0,-0.13125,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-8e55401ea3,2,scorable_negotiation-moves_chat-469b04e88f,1.0,P1,3.0,1.0,Avery;Blake,0.5,-0.0014774999999999927,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-09d8108a8f,3,scorable_negotiation-moves_chat-47477284e9,1.0,P1,3.0,1.0,Blake;Casey,1.0,-0.497984,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-81f699e3fe,1,scorable_negotiation-moves_chat-4f5db039ba,1.0,P1,3.0,1.0,Avery;Ember,0.5,-0.109159,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-901198dd46,1,scorable_negotiation-moves_chat-51d4ebe181,1.0,P4,3.0,1.0,Blake;Ember,0.5,-0.063472,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-81f699e3fe,4,scorable_negotiation-moves_chat-55219b89d3,1.0,P2,3.0,1.0,Avery;Ember,1.0,-0.4825765,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-8e55401ea3,4,scorable_negotiation-moves_chat-69cf9c362c,1.0,P5,3.0,1.0,Avery;Blake,0.5,-0.0014774999999999927,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-78a36182a2,3,scorable_negotiation-moves_chat-75894add87,0.0,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-09d8108a8f,4,scorable_negotiation-moves_chat-7a8c100431,1.0,P7,3.0,1.0,Blake;Casey,1.0,-0.13125,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-81f699e3fe,2,scorable_negotiation-moves_chat-7f2e608d0d,1.0,P47,3.0,1.0,Avery;Ember,0.5,-0.109159,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-901198dd46,3,scorable_negotiation-moves_chat-800a609524,1.0,P2,3.0,1.0,Casey;Devon,1.0,-0.4738285,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-901198dd46,0,scorable_negotiation-moves_chat-82ed7b95cd,1.0,P7,3.0,1.0,Blake;Ember,0.5,-0.063472,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-09d8108a8f,1,scorable_negotiation-moves_chat-961e73d555,1.0,P1,3.0,1.0,Avery;Ember,1.0,-0.105572,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-901198dd46,4,scorable_negotiation-moves_chat-96c109e5d2,1.0,P11,3.0,1.0,Blake;Ember,0.5,-0.063472,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-78a36182a2,4,scorable_negotiation-moves_chat-b8fd940107,1.0,P65,3.0,1.0,Blake;Ember,1.0,-0.1883315,0.5,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-8e55401ea3,0,scorable_negotiation-moves_chat-b93dbaff86,1.0,P2,3.0,1.0,Avery;Blake,0.5,-0.259434,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-78a36182a2,1,scorable_negotiation-moves_chat-c2e35b78e6,1.0,P2,3.0,1.0,Avery;Blake,0.5,0.2848345,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-8e55401ea3,3,scorable_negotiation-moves_chat-ca5e0e8932,1.0,P1,3.0,1.0,Blake;Casey,0.5,0.31927700000000003,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-78a36182a2,0,scorable_negotiation-moves_chat-cc2d8c937e,1.0,P7,3.0,1.0,Blake;Ember,1.0,-0.1883315,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-81f699e3fe,3,scorable_negotiation-moves_chat-e7ee0e8a44,0.0,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-09d8108a8f,0,scorable_negotiation-moves_chat-f566f73f4e,1.0,P5,3.0,1.0,Blake;Casey,1.0,-0.13125,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L3-901198dd46,2,scorable_negotiation-moves_chat-ffda5d0fab,1.0,P2,3.0,1.0,Casey;Devon,1.0,-0.4738285,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L4-b9891ffb3e,2,scorable_negotiation-moves_chat-046c44af3d,1.0,P7,3.0,1.0,Blake;Devon,1.0,-0.536567,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L4-35d9e3e112,4,scorable_negotiation-moves_chat-051b0bb8c0,1.0,P66,3.0,1.0,Avery;Devon,0.5,0.052151,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L4-592a4f7b6d,4,scorable_negotiation-moves_chat-061dc1416f,0.0,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L4-05f715c1e6,1,scorable_negotiation-moves_chat-400293df60,1.0,P1,3.0,1.0,Avery;Ember,1.0,-0.5355735,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L4-b9891ffb3e,1,scorable_negotiation-moves_chat-4300b84005,1.0,P4,3.0,1.0,Blake;Devon,1.0,-0.536567,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L4-b9891ffb3e,3,scorable_negotiation-moves_chat-4d02372308,1.0,P4,3.0,1.0,Blake;Devon,1.0,-0.536567,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L4-592a4f7b6d,1,scorable_negotiation-moves_chat-4e5665dd70,1.0,P1,3.0,1.0,Avery;Ember,1.0,-0.34811499999999995,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L4-35d9e3e112,0,scorable_negotiation-moves_chat-5c8db97458,1.0,P68,3.0,1.0,Avery;Devon,0.5,0.052151,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L4-05f715c1e6,4,scorable_negotiation-moves_chat-6ab0d0a2fa,1.0,P2,3.0,1.0,Avery;Ember,1.0,-0.384058,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L4-35d9e3e112,3,scorable_negotiation-moves_chat-7534074c32,1.0,P70,3.0,1.0,Avery;Devon,0.5,0.052151,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L4-05f715c1e6,2,scorable_negotiation-moves_chat-7bab7593b9,1.0,P8,3.0,1.0,Avery;Ember,1.0,-0.6870885,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L4-592a4f7b6d,0,scorable_negotiation-moves_chat-819c5775f2,1.0,P64,3.0,1.0,Avery;Ember,1.0,-0.34811499999999995,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L4-05f715c1e6,0,scorable_negotiation-moves_chat-a7cd4c0b18,1.0,P2,3.0,1.0,Avery;Ember,1.0,-0.384058,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L4-05f715c1e6,3,scorable_negotiation-moves_chat-c6f1fa1351,1.0,P1,3.0,1.0,Blake;Casey,0.0,0.582003,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L4-592a4f7b6d,3,scorable_negotiation-moves_chat-c7a4a17330,1.0,P5,3.0,1.0,Avery;Ember,1.0,-0.6080935000000001,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L4-35d9e3e112,2,scorable_negotiation-moves_chat-ca725d1be6,1.0,P74,3.0,1.0,Casey;Ember,1.0,-0.093651,0.5,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L4-35d9e3e112,1,scorable_negotiation-moves_chat-cb048fac7f,1.0,P65,3.0,1.0,Avery;Devon,0.5,0.052151,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L4-592a4f7b6d,2,scorable_negotiation-moves_chat-cf0f931024,1.0,P62,3.0,1.0,Blake;Casey,0.0,1.0,0.0,0.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L4-b9891ffb3e,0,scorable_negotiation-moves_chat-d93c4b92ad,1.0,P9,3.0,1.0,Blake;Devon,1.0,-0.536567,0.0,1.0,,nan,nan,nan,nan,nan
all_rational__majority_no_veto_r16,scorable_negotiation-L4-b9891ffb3e,4,scorable_negotiation-moves_chat-d962a579e2,1.0,P13,3.0,1.0,Blake;Devon,1.0,-0.536567,0.0,1.0,,nan,nan,nan,nan,nan
