experiment-name,condition,focal_seat,instance_id,seed,episode_id,deal,focal_normalized_surplus,opponent_normalized_surplus,normalized_welfare,syntax_errors,economic_errors,turns,episode_json,transcript_md,transcript_html
advocate_v2_uncapped_baseline,raw_llm,0,scorable_negotiation-L0-b7ecc0292a,0,scorable_negotiation-moves_chat-36151de7e5,1,0.058172,1.0,1.0582,0,0,4,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-36151de7e5.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-36151de7e5.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-36151de7e5.html
advocate_v2_uncapped_baseline,planner_guided,0,scorable_negotiation-L0-b7ecc0292a,0,scorable_negotiation-moves_chat-19cbbfc279,1,0.058172,1.0,1.0582,0,0,4,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-19cbbfc279.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/transcripts/scorable_negotiation-moves_chat-19cbbfc279.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/transcripts/scorable_negotiation-moves_chat-19cbbfc279.html
advocate_v2_uncapped_baseline,raw_llm,0,scorable_negotiation-L0-b7ecc0292a,1,scorable_negotiation-moves_chat-b6710d4f25,1,0.058172,1.0,1.0582,0,0,4,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-b6710d4f25.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-b6710d4f25.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-b6710d4f25.html
advocate_v2_uncapped_baseline,planner_guided,0,scorable_negotiation-L0-b7ecc0292a,1,scorable_negotiation-moves_chat-408231fd0c,1,0.556787,0.0,0.5568,0,0,6,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-408231fd0c.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/transcripts/scorable_negotiation-moves_chat-408231fd0c.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/transcripts/scorable_negotiation-moves_chat-408231fd0c.html
advocate_v2_uncapped_baseline,raw_llm,0,scorable_negotiation-L0-c1677e5f6d,0,scorable_negotiation-moves_chat-a5e03751c5,1,1.0,0.188406,1.1884,0,0,2,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-a5e03751c5.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-a5e03751c5.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-a5e03751c5.html
advocate_v2_uncapped_baseline,planner_guided,0,scorable_negotiation-L0-c1677e5f6d,0,scorable_negotiation-moves_chat-977120a0c1,1,0.645833,0.394525,1.0404,0,0,6,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-977120a0c1.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/transcripts/scorable_negotiation-moves_chat-977120a0c1.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/transcripts/scorable_negotiation-moves_chat-977120a0c1.html
advocate_v2_uncapped_baseline,raw_llm,0,scorable_negotiation-L0-c1677e5f6d,1,scorable_negotiation-moves_chat-4115aa3662,1,1.0,0.188406,1.1884,0,0,4,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-4115aa3662.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-4115aa3662.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-4115aa3662.html
advocate_v2_uncapped_baseline,planner_guided,0,scorable_negotiation-L0-c1677e5f6d,1,scorable_negotiation-moves_chat-146e83102f,1,1.0,0.188406,1.1884,0,0,4,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-146e83102f.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/transcripts/scorable_negotiation-moves_chat-146e83102f.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/transcripts/scorable_negotiation-moves_chat-146e83102f.html
advocate_v2_uncapped_baseline,raw_llm,0,scorable_negotiation-L0-c82eb2eac9,0,scorable_negotiation-moves_chat-99f8da923e,0,0.0,0.0,0.0,0,0,12,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-99f8da923e.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-99f8da923e.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-99f8da923e.html
advocate_v2_uncapped_baseline,planner_guided,0,scorable_negotiation-L0-c82eb2eac9,0,scorable_negotiation-moves_chat-5284b66f4d,1,0.034483,1.0,1.0345,0,0,4,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-5284b66f4d.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/transcripts/scorable_negotiation-moves_chat-5284b66f4d.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/transcripts/scorable_negotiation-moves_chat-5284b66f4d.html
advocate_v2_uncapped_baseline,raw_llm,0,scorable_negotiation-L0-c82eb2eac9,1,scorable_negotiation-moves_chat-528ec254b4,1,0.264368,0.435897,0.7003,0,0,4,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-528ec254b4.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-528ec254b4.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-528ec254b4.html
advocate_v2_uncapped_baseline,planner_guided,0,scorable_negotiation-L0-c82eb2eac9,1,scorable_negotiation-moves_chat-af3c6762a3,1,0.739464,-0.128205,0.6113,0,1,12,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-af3c6762a3.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/transcripts/scorable_negotiation-moves_chat-af3c6762a3.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/transcripts/scorable_negotiation-moves_chat-af3c6762a3.html
advocate_v2_uncapped_baseline,raw_llm,0,scorable_negotiation-L0-cc71a35c80,0,scorable_negotiation-moves_chat-e5431d7a03,1,0.53271,0.0,0.5327,0,0,7,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-e5431d7a03.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-e5431d7a03.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-e5431d7a03.html
advocate_v2_uncapped_baseline,planner_guided,0,scorable_negotiation-L0-cc71a35c80,0,scorable_negotiation-moves_chat-f8a91b7ece,1,0.074766,0.675676,0.7504,0,0,6,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-f8a91b7ece.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/transcripts/scorable_negotiation-moves_chat-f8a91b7ece.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/transcripts/scorable_negotiation-moves_chat-f8a91b7ece.html
advocate_v2_uncapped_baseline,raw_llm,0,scorable_negotiation-L0-cc71a35c80,1,scorable_negotiation-moves_chat-3bcfbd1188,0,0.0,0.0,0.0,0,0,12,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-3bcfbd1188.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-3bcfbd1188.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-3bcfbd1188.html
advocate_v2_uncapped_baseline,planner_guided,0,scorable_negotiation-L0-cc71a35c80,1,scorable_negotiation-moves_chat-559cab4eb6,1,0.074766,0.675676,0.7504,0,0,12,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-559cab4eb6.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/transcripts/scorable_negotiation-moves_chat-559cab4eb6.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/transcripts/scorable_negotiation-moves_chat-559cab4eb6.html
advocate_v2_uncapped_baseline,raw_llm,0,scorable_negotiation-L0-ce3bfa6570,0,scorable_negotiation-moves_chat-cad9acf83c,0,0.0,0.0,0.0,0,0,14,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-cad9acf83c.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-cad9acf83c.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-cad9acf83c.html
advocate_v2_uncapped_baseline,planner_guided,0,scorable_negotiation-L0-ce3bfa6570,0,scorable_negotiation-moves_chat-fb46b562ea,0,0.0,0.0,0.0,0,0,14,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-fb46b562ea.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/transcripts/scorable_negotiation-moves_chat-fb46b562ea.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/transcripts/scorable_negotiation-moves_chat-fb46b562ea.html
advocate_v2_uncapped_baseline,raw_llm,0,scorable_negotiation-L0-ce3bfa6570,1,scorable_negotiation-moves_chat-d329d730a6,1,0.0,1.0,1.0,0,0,8,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-d329d730a6.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-d329d730a6.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-d329d730a6.html
advocate_v2_uncapped_baseline,planner_guided,0,scorable_negotiation-L0-ce3bfa6570,1,scorable_negotiation-moves_chat-4951f85b30,1,0.0,1.0,1.0,0,0,8,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-4951f85b30.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/transcripts/scorable_negotiation-moves_chat-4951f85b30.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/transcripts/scorable_negotiation-moves_chat-4951f85b30.html
advocate_v2_uncapped_baseline,raw_llm,0,scorable_negotiation-L0-eddb2da273,0,scorable_negotiation-moves_chat-6e965ac086,1,0.0625,1.0,1.0625,0,0,6,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-6e965ac086.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-6e965ac086.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-6e965ac086.html
advocate_v2_uncapped_baseline,planner_guided,0,scorable_negotiation-L0-eddb2da273,0,scorable_negotiation-moves_chat-d2460d8830,1,0.0625,1.0,1.0625,0,0,4,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-d2460d8830.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/transcripts/scorable_negotiation-moves_chat-d2460d8830.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/transcripts/scorable_negotiation-moves_chat-d2460d8830.html
advocate_v2_uncapped_baseline,raw_llm,0,scorable_negotiation-L0-eddb2da273,1,scorable_negotiation-moves_chat-05e77bb5c8,1,0.0625,1.0,1.0625,0,0,4,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-05e77bb5c8.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-05e77bb5c8.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-05e77bb5c8.html
advocate_v2_uncapped_baseline,planner_guided,0,scorable_negotiation-L0-eddb2da273,1,scorable_negotiation-moves_chat-703e963e93,0,0.0,0.0,0.0,0,0,14,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-703e963e93.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/transcripts/scorable_negotiation-moves_chat-703e963e93.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat0/transcripts/scorable_negotiation-moves_chat-703e963e93.html
advocate_v2_uncapped_baseline,raw_llm,1,scorable_negotiation-L0-119dfa1112,0,scorable_negotiation-moves_chat-5ab169b34d,1,0.268966,1.0,1.269,0,0,2,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-5ab169b34d.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-5ab169b34d.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-5ab169b34d.html
advocate_v2_uncapped_baseline,planner_guided,1,scorable_negotiation-L0-119dfa1112,0,scorable_negotiation-moves_chat-35215f20de,1,0.82069,0.0,0.8207,0,0,4,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-35215f20de.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-35215f20de.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-35215f20de.html
advocate_v2_uncapped_baseline,raw_llm,1,scorable_negotiation-L0-119dfa1112,1,scorable_negotiation-moves_chat-bc13de67ba,1,0.448276,0.657143,1.1054,0,0,4,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-bc13de67ba.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-bc13de67ba.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-bc13de67ba.html
advocate_v2_uncapped_baseline,planner_guided,1,scorable_negotiation-L0-119dfa1112,1,scorable_negotiation-moves_chat-78849c3667,1,0.82069,0.0,0.8207,0,0,6,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-78849c3667.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-78849c3667.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-78849c3667.html
advocate_v2_uncapped_baseline,raw_llm,1,scorable_negotiation-L0-1f56d3e67c,0,scorable_negotiation-moves_chat-e140059647,1,1.0,0.029412,1.0294,0,0,4,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-e140059647.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-e140059647.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-e140059647.html
advocate_v2_uncapped_baseline,planner_guided,1,scorable_negotiation-L0-1f56d3e67c,0,scorable_negotiation-moves_chat-509ab70ef5,0,0.0,0.0,0.0,0,0,14,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-509ab70ef5.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-509ab70ef5.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-509ab70ef5.html
advocate_v2_uncapped_baseline,raw_llm,1,scorable_negotiation-L0-1f56d3e67c,1,scorable_negotiation-moves_chat-eb706f5a47,1,1.0,0.029412,1.0294,0,0,4,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-eb706f5a47.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-eb706f5a47.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-eb706f5a47.html
advocate_v2_uncapped_baseline,planner_guided,1,scorable_negotiation-L0-1f56d3e67c,1,scorable_negotiation-moves_chat-178865adf5,1,1.0,0.029412,1.0294,0,0,4,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-178865adf5.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-178865adf5.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-178865adf5.html
advocate_v2_uncapped_baseline,raw_llm,1,scorable_negotiation-L0-2b42ce4a5c,0,scorable_negotiation-moves_chat-9bd8883391,1,0.012195,1.0,1.0122,0,0,8,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-9bd8883391.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-9bd8883391.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-9bd8883391.html
advocate_v2_uncapped_baseline,planner_guided,1,scorable_negotiation-L0-2b42ce4a5c,0,scorable_negotiation-moves_chat-07479b8635,1,0.012195,1.0,1.0122,0,0,10,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-07479b8635.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-07479b8635.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-07479b8635.html
advocate_v2_uncapped_baseline,raw_llm,1,scorable_negotiation-L0-2b42ce4a5c,1,scorable_negotiation-moves_chat-5db3e0445d,1,0.012195,1.0,1.0122,0,0,4,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-5db3e0445d.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-5db3e0445d.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-5db3e0445d.html
advocate_v2_uncapped_baseline,planner_guided,1,scorable_negotiation-L0-2b42ce4a5c,1,scorable_negotiation-moves_chat-4a0aed602e,1,0.012195,1.0,1.0122,0,0,5,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-4a0aed602e.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-4a0aed602e.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-4a0aed602e.html
advocate_v2_uncapped_baseline,raw_llm,1,scorable_negotiation-L0-2d5d5b106e,0,scorable_negotiation-moves_chat-a5193ebca5,1,0.0,1.0,1.0,0,0,4,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-a5193ebca5.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-a5193ebca5.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-a5193ebca5.html
advocate_v2_uncapped_baseline,planner_guided,1,scorable_negotiation-L0-2d5d5b106e,0,scorable_negotiation-moves_chat-24299c8e1a,0,0.0,0.0,0.0,0,0,12,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-24299c8e1a.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-24299c8e1a.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-24299c8e1a.html
advocate_v2_uncapped_baseline,raw_llm,1,scorable_negotiation-L0-2d5d5b106e,1,scorable_negotiation-moves_chat-d9429c7a6a,1,0.0,1.0,1.0,0,0,4,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-d9429c7a6a.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-d9429c7a6a.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-d9429c7a6a.html
advocate_v2_uncapped_baseline,planner_guided,1,scorable_negotiation-L0-2d5d5b106e,1,scorable_negotiation-moves_chat-da9b02f17d,0,0.0,0.0,0.0,0,0,14,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-da9b02f17d.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-da9b02f17d.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-da9b02f17d.html
advocate_v2_uncapped_baseline,raw_llm,1,scorable_negotiation-L0-2eb1acc6bf,0,scorable_negotiation-moves_chat-ae3bf71f98,0,0.0,0.0,0.0,0,0,14,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-ae3bf71f98.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-ae3bf71f98.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-ae3bf71f98.html
advocate_v2_uncapped_baseline,planner_guided,1,scorable_negotiation-L0-2eb1acc6bf,0,scorable_negotiation-moves_chat-e659fc7257,0,0.0,0.0,0.0,0,0,15,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-e659fc7257.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-e659fc7257.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-e659fc7257.html
