experiment-name,focal_seat,instance_id,seed,surplus_difference,opponent_surplus_difference,deal_difference,welfare_difference,baseline_deal,guided_deal,baseline_focal_normalized_surplus,guided_focal_normalized_surplus,baseline_opponent_normalized_surplus,guided_opponent_normalized_surplus,baseline_normalized_welfare,guided_normalized_welfare,baseline_episode_id,guided_episode_id,baseline_episode_json,guided_episode_json,baseline_transcript_md,guided_transcript_md,baseline_transcript_html,guided_transcript_html
advocate_v2_uncapped_baseline,1,scorable_negotiation-L0-4abed256fd,0,-0.346939,0.230769,0,-0.11619999999999997,1,1,1.0,0.653061,0.102564,0.333333,1.1026,0.9864,scorable_negotiation-moves_chat-b5d678febf,scorable_negotiation-moves_chat-3c0abc925e,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-b5d678febf.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-3c0abc925e.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-b5d678febf.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-3c0abc925e.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-b5d678febf.html,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-3c0abc925e.html
advocate_v2_uncapped_baseline,1,scorable_negotiation-L0-4abed256fd,1,-1.0,-0.102564,-1,-1.1026,1,0,1.0,0.0,0.102564,0.0,1.1026,0.0,scorable_negotiation-moves_chat-70f94b0da4,scorable_negotiation-moves_chat-df8df54a50,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-70f94b0da4.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-df8df54a50.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-70f94b0da4.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-df8df54a50.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-70f94b0da4.html,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-df8df54a50.html
advocate_v2_uncapped_baseline,1,scorable_negotiation-L0-4d2e9ce257,0,0.029703,-0.333333,0,-0.3036000000000001,1,1,0.029703,0.059406,1.0,0.666667,1.0297,0.7261,scorable_negotiation-moves_chat-e69569ce61,scorable_negotiation-moves_chat-067de0e4e1,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-e69569ce61.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-067de0e4e1.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-e69569ce61.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-067de0e4e1.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-e69569ce61.html,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-067de0e4e1.html
advocate_v2_uncapped_baseline,1,scorable_negotiation-L0-4d2e9ce257,1,-0.277228,-0.666667,-1,-0.9439,1,0,0.277228,0.0,0.666667,0.0,0.9439,0.0,scorable_negotiation-moves_chat-e9e2194900,scorable_negotiation-moves_chat-2c396f7f5f,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-e9e2194900.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-2c396f7f5f.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-e9e2194900.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-2c396f7f5f.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-e9e2194900.html,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-2c396f7f5f.html
advocate_v2_uncapped_baseline,1,scorable_negotiation-L0-5646c8be3d,0,0.80468,0.0,1,0.8047,0,1,0.0,0.80468,0.0,0.0,0.0,0.8047,scorable_negotiation-moves_chat-998da0647e,scorable_negotiation-moves_chat-d77918c0ee,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-998da0647e.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-d77918c0ee.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-998da0647e.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-d77918c0ee.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-998da0647e.html,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-d77918c0ee.html
advocate_v2_uncapped_baseline,1,scorable_negotiation-L0-5646c8be3d,1,0.585962,-1.0,0,-0.4139999999999999,1,1,0.218718,0.80468,1.0,0.0,1.2187,0.8047,scorable_negotiation-moves_chat-e1e6a5d1f2,scorable_negotiation-moves_chat-d6b69b9f0a,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-e1e6a5d1f2.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-d6b69b9f0a.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-e1e6a5d1f2.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-d6b69b9f0a.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-e1e6a5d1f2.html,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-d6b69b9f0a.html
advocate_v2_uncapped_baseline,1,scorable_negotiation-L0-8b01faa970,0,0.0,0.0,0,0.0,1,1,1.0,1.0,0.093117,0.093117,1.0931,1.0931,scorable_negotiation-moves_chat-bea312344d,scorable_negotiation-moves_chat-5bcfd0c20f,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-bea312344d.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-5bcfd0c20f.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-bea312344d.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-5bcfd0c20f.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-bea312344d.html,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-5bcfd0c20f.html
advocate_v2_uncapped_baseline,1,scorable_negotiation-L0-8b01faa970,1,0.0,0.0,0,0.0,1,1,1.0,1.0,0.093117,0.093117,1.0931,1.0931,scorable_negotiation-moves_chat-d138a345cb,scorable_negotiation-moves_chat-0982956a60,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-d138a345cb.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-0982956a60.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-d138a345cb.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-0982956a60.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-d138a345cb.html,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-0982956a60.html
advocate_v2_uncapped_baseline,1,scorable_negotiation-L0-90316f9784,0,0.0,0.0,0,0.0,1,1,0.045045,0.045045,1.0,1.0,1.045,1.045,scorable_negotiation-moves_chat-980772b988,scorable_negotiation-moves_chat-652e01863f,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-980772b988.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-652e01863f.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-980772b988.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-652e01863f.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-980772b988.html,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-652e01863f.html
advocate_v2_uncapped_baseline,1,scorable_negotiation-L0-90316f9784,1,0.0,0.0,0,0.0,1,1,0.045045,0.045045,1.0,1.0,1.045,1.045,scorable_negotiation-moves_chat-2aaee4f90d,scorable_negotiation-moves_chat-94086d7146,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-2aaee4f90d.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-94086d7146.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-2aaee4f90d.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-94086d7146.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-2aaee4f90d.html,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-94086d7146.html
advocate_v2_uncapped_baseline,1,scorable_negotiation-L0-b7ecc0292a,0,0.0,0.0,0,0.0,1,1,1.0,1.0,0.058172,0.058172,1.0582,1.0582,scorable_negotiation-moves_chat-36151de7e5,scorable_negotiation-moves_chat-347c8b2d69,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-36151de7e5.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-347c8b2d69.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-36151de7e5.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-347c8b2d69.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-36151de7e5.html,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-347c8b2d69.html
advocate_v2_uncapped_baseline,1,scorable_negotiation-L0-b7ecc0292a,1,-1.0,0.709141,0,-0.29090000000000005,1,1,1.0,0.0,0.058172,0.767313,1.0582,0.7673,scorable_negotiation-moves_chat-b6710d4f25,scorable_negotiation-moves_chat-737022ed3e,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-b6710d4f25.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-737022ed3e.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-b6710d4f25.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-737022ed3e.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-b6710d4f25.html,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-737022ed3e.html
advocate_v2_uncapped_baseline,1,scorable_negotiation-L0-c1677e5f6d,0,0.0,0.0,0,0.0,1,1,0.188406,0.188406,1.0,1.0,1.1884,1.1884,scorable_negotiation-moves_chat-a5e03751c5,scorable_negotiation-moves_chat-f8a82544a7,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-a5e03751c5.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-f8a82544a7.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-a5e03751c5.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-f8a82544a7.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-a5e03751c5.html,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-f8a82544a7.html
advocate_v2_uncapped_baseline,1,scorable_negotiation-L0-c1677e5f6d,1,0.0,0.0,0,0.0,1,1,0.188406,0.188406,1.0,1.0,1.1884,1.1884,scorable_negotiation-moves_chat-4115aa3662,scorable_negotiation-moves_chat-02c05201bd,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-4115aa3662.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-02c05201bd.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-4115aa3662.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-02c05201bd.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-4115aa3662.html,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-02c05201bd.html
advocate_v2_uncapped_baseline,1,scorable_negotiation-L0-c82eb2eac9,0,0.717949,0.279693,1,0.9976,0,1,0.0,0.717949,0.0,0.279693,0.0,0.9976,scorable_negotiation-moves_chat-99f8da923e,scorable_negotiation-moves_chat-455ad8136a,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-99f8da923e.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-455ad8136a.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-99f8da923e.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-455ad8136a.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-99f8da923e.html,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-455ad8136a.html
advocate_v2_uncapped_baseline,1,scorable_negotiation-L0-c82eb2eac9,1,0.564103,-0.229885,0,0.33419999999999994,1,1,0.435897,1.0,0.264368,0.034483,0.7003,1.0345,scorable_negotiation-moves_chat-528ec254b4,scorable_negotiation-moves_chat-9f4213b3b6,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-528ec254b4.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-9f4213b3b6.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-528ec254b4.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-9f4213b3b6.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-528ec254b4.html,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-9f4213b3b6.html
advocate_v2_uncapped_baseline,1,scorable_negotiation-L0-cc71a35c80,0,0.0,0.0,0,0.0,1,1,0.0,0.0,0.53271,0.53271,0.5327,0.5327,scorable_negotiation-moves_chat-e5431d7a03,scorable_negotiation-moves_chat-ecdfd0a164,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-e5431d7a03.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-ecdfd0a164.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-e5431d7a03.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-ecdfd0a164.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-e5431d7a03.html,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-ecdfd0a164.html
advocate_v2_uncapped_baseline,1,scorable_negotiation-L0-cc71a35c80,1,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,scorable_negotiation-moves_chat-3bcfbd1188,scorable_negotiation-moves_chat-3137a0a60b,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-3bcfbd1188.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-3137a0a60b.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-3bcfbd1188.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-3137a0a60b.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-3bcfbd1188.html,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-3137a0a60b.html
advocate_v2_uncapped_baseline,1,scorable_negotiation-L0-ce3bfa6570,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,scorable_negotiation-moves_chat-cad9acf83c,scorable_negotiation-moves_chat-9408daf18d,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-cad9acf83c.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-9408daf18d.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-cad9acf83c.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-9408daf18d.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-cad9acf83c.html,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-9408daf18d.html
advocate_v2_uncapped_baseline,1,scorable_negotiation-L0-ce3bfa6570,1,-1.0,0.0,-1,-1.0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,scorable_negotiation-moves_chat-d329d730a6,scorable_negotiation-moves_chat-82dc0583a6,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-d329d730a6.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-82dc0583a6.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-d329d730a6.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-82dc0583a6.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-d329d730a6.html,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-82dc0583a6.html
advocate_v2_uncapped_baseline,1,scorable_negotiation-L0-eddb2da273,0,0.0,0.0,0,0.0,1,1,1.0,1.0,0.0625,0.0625,1.0625,1.0625,scorable_negotiation-moves_chat-6e965ac086,scorable_negotiation-moves_chat-5456fdb13d,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-6e965ac086.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-5456fdb13d.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-6e965ac086.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-5456fdb13d.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-6e965ac086.html,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-5456fdb13d.html
advocate_v2_uncapped_baseline,1,scorable_negotiation-L0-eddb2da273,1,0.0,0.0,0,0.0,1,1,1.0,1.0,0.0625,0.0625,1.0625,1.0625,scorable_negotiation-moves_chat-05e77bb5c8,scorable_negotiation-moves_chat-b6be657476,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/episodes/scorable_negotiation/base/moves_chat/Qwen3-8B/L0/scorable_negotiation-moves_chat-05e77bb5c8.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/episodes/scorable_negotiation/base/moves_chat/advocate_mixed/L0/scorable_negotiation-moves_chat-b6be657476.json,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-05e77bb5c8.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-b6be657476.md,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_baseline/transcripts/scorable_negotiation-moves_chat-05e77bb5c8.html,/nlp/scr/siddharth/ii_mats/rational_agents/advocate_v2_uncapped_seat1/transcripts/scorable_negotiation-moves_chat-b6be657476.html
