logical_table,cell_id,instance_id,episode_seed,treated_seat,difficulty_scalar,difficulty_tags,normalized_primary,normalized_nash_welfare,deal_rate,dist_to_nbs,dist_to_ks,gini,worst_off,max_share,ir_rate,walked_rate,expired_rate,turns_to_close,n_distinct_openers,cost_usd
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L2-1fc37540c8,3,,0.676476,high-conflict;large-frontier;medium;no-clear-win-win,1.0,0.6208791766745703,1.0,0.0,0.0,0.2320754716981132,0.3103448275862069,0.3018266418973166,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L2-1fc37540c8,0,,0.676476,high-conflict;large-frontier;medium;no-clear-win-win,1.0,0.6208791766745703,1.0,0.0,0.0,0.2320754716981132,0.3103448275862069,0.3018266418973166,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L2-103cef6017,0,,0.638165,medium;small-frontier,1.0,0.6067372574347059,1.0,0.0,0.0,0.22995169082125605,0.2692307692307692,0.3036984284733214,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L2-1fc37540c8,4,,0.676476,high-conflict;large-frontier;medium;no-clear-win-win,1.0,0.6208791766745703,1.0,0.0,0.0,0.2320754716981132,0.3103448275862069,0.3018266418973166,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L2-103cef6017,3,,0.638165,medium;small-frontier,1.0,0.6067372574347059,1.0,0.0,0.0,0.22995169082125605,0.2692307692307692,0.3036984284733214,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L2-df1e479b72,3,,0.63001,medium;small-frontier,0.9285,0.6095399231842512,1.0,0.0,0.0,0.14782608695652175,0.43103448275862066,0.3126118902132829,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L2-1fc37540c8,2,,0.676476,high-conflict;large-frontier;medium;no-clear-win-win,1.0,0.6208791766745703,1.0,0.0,0.0,0.2320754716981132,0.3103448275862069,0.3018266418973166,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L2-df1e479b72,1,,0.63001,medium;small-frontier,0.9285,0.6095399231842512,1.0,0.0,0.0,0.14782608695652175,0.43103448275862066,0.3126118902132829,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L2-df1e479b72,2,,0.63001,medium;small-frontier,0.9285,0.6095399231842512,1.0,0.0,0.0,0.14782608695652175,0.43103448275862066,0.3126118902132829,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L3-d9a0ef3c04,1,,0.7161,hard;no-clear-win-win;pivotal-seat,1.0,0.9179258437648328,1.0,0.0,0.0,0.29333333333333333,0.651685393258427,0.214975845410628,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L3-9a673abad3,0,,0.699699,hard;high-conflict;pivotal-seat,1.0,0.5375432415425709,1.0,0.0,0.0,0.28679245283018867,0.08620689655172414,0.2831391836560347,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L3-9a673abad3,2,,0.699699,hard;high-conflict;pivotal-seat,1.0,0.5375432415425709,1.0,0.0,0.0,0.28679245283018867,0.08620689655172414,0.2831391836560347,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L3-46e1252af7,4,,0.684076,hard;pivotal-seat,0.8431,0.7432269180632755,1.0,0.0,0.0,0.1068062827225131,0.49230769230769234,0.2597561123128202,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L3-46e1252af7,1,,0.684076,hard;pivotal-seat,0.8431,0.7432269180632755,1.0,0.0,0.0,0.1068062827225131,0.49230769230769234,0.2597561123128202,1.0,0.0,0.0,5.0,1.0,0.0
all_fairness_oracle,all_fairness_oracle,scorable_negotiation-L3-d9a0ef3c04,3,,0.7161,hard;no-clear-win-win;pivotal-seat,1.0,0.9179258437648328,1.0,0.0,0.0,0.29333333333333333,0.651685393258427,0.214975845410628,1.0,0.0,0.0,5.0,1.0,0.0
